時間,國內/國外,進港/出港,臺灣港口,國籍,重量(公噸)
096年10月,國外,進港,基隆港,香港,99000
096年10月,國外,進港,基隆港,以色列,6402
096年10月,國外,進港,基隆港,印度,2465
096年10月,國外,進港,基隆港,義大利,1003
096年10月,國外,進港,基隆港,日本,168
096年10月,國外,進港,基隆港,高棉,29938
096年10月,國外,進港,基隆港,北韓,2450
096年10月,國外,進港,基隆港,韓國,44882
096年10月,國外,進港,基隆港,賴比瑞亞,135311
096年10月,國外,進港,基隆港,馬紹爾群島,21833
096年10月,國外,進港,基隆港,蒙古,3186
096年10月,國外,進港,基隆港,馬爾他,30546
096年10月,國外,進港,基隆港,馬來西亞,10330
096年10月,國外,進港,基隆港,荷蘭,264
096年10月,國外,進港,基隆港,巴拿馬,544468
096年10月,國外,進港,基隆港,菲律賓,27
096年10月,國外,進港,基隆港,瑞典,210
096年10月,國外,進港,基隆港,新加坡,115622
096年10月,國外,進港,基隆港,泰國,11724
096年10月,國外,進港,基隆港,吐瓦魯,6916
096年10月,國內,進港,基隆港,台灣，中華民國,717835
096年10月,國外,進港,基隆港,聖文森,13561
096年10月,國外,進港,基隆港,越南,10715
096年10月,國外,進港,基隆港,萬那杜,393
096年10月,國外,出港,基隆港,安地卡及巴布達,12237
096年10月,國外,出港,基隆港,荷屬安地列斯,3965
096年10月,國外,出港,基隆港,巴哈馬,9375
096年10月,國外,出港,基隆港,貝里斯,0
096年10月,國外,出港,基隆港,賽普勒斯,10449
096年10月,國外,出港,基隆港,德國,10807
096年10月,國外,出港,基隆港,英國,11592
096年10月,國外,出港,基隆港,希臘,2692
096年10月,國外,出港,基隆港,香港,52440
096年10月,國外,出港,基隆港,以色列,2686
096年10月,國外,出港,基隆港,印度,8156
096年10月,國外,出港,基隆港,義大利,117
096年10月,國外,出港,基隆港,日本,531
096年10月,國外,出港,基隆港,高棉,0
096年10月,國外,出港,基隆港,北韓,0
096年10月,國外,出港,基隆港,韓國,17783
096年10月,國外,出港,基隆港,賴比瑞亞,125219
096年10月,國外,出港,基隆港,馬紹爾群島,29915
096年10月,國外,出港,基隆港,蒙古,0
096年10月,國外,出港,基隆港,馬爾他,2131
096年10月,國外,出港,基隆港,馬來西亞,1509
096年10月,國外,出港,基隆港,荷蘭,814
096年10月,國外,出港,基隆港,巴拿馬,163704
096年10月,國外,出港,基隆港,菲律賓,0
096年10月,國外,出港,基隆港,瑞典,0
096年10月,國外,出港,基隆港,新加坡,108448
096年10月,國外,出港,基隆港,泰國,5746
096年10月,國外,出港,基隆港,吐瓦魯,3940
096年10月,國內,出港,基隆港,台灣，中華民國,98303
096年10月,國外,出港,基隆港,聖文森,16057
096年10月,國外,出港,基隆港,越南,0
096年10月,國外,出港,基隆港,萬那杜,3799
096年11月,國外,進港,基隆港,安地卡及巴布達,15961
096年11月,國外,進港,基隆港,荷屬安地列斯,1
096年11月,國外,進港,基隆港,巴哈馬,12417
096年11月,國外,進港,基隆港,貝里斯,162
096年11月,國外,進港,基隆港,賽普勒斯,21869
096年11月,國外,進港,基隆港,德國,9991
096年11月,國外,進港,基隆港,英國,13948
096年11月,國外,進港,基隆港,希臘,12
096年11月,國外,進港,基隆港,香港,159939
096年11月,國外,進港,基隆港,以色列,5776
096年11月,國外,進港,基隆港,印度,2175
096年11月,國外,進港,基隆港,義大利,0
096年11月,國外,進港,基隆港,日本,185
096年11月,國外,進港,基隆港,高棉,29871
096年11月,國外,進港,基隆港,吉里巴斯,4942
096年11月,國外,進港,基隆港,北韓,26876
096年11月,國外,進港,基隆港,韓國,32814
096年11月,國外,進港,基隆港,賴比瑞亞,126029
096年11月,國外,進港,基隆港,馬紹爾群島,8209
096年11月,國外,進港,基隆港,馬爾他,765
096年11月,國外,進港,基隆港,馬來西亞,5451
096年11月,國外,進港,基隆港,挪威,8396
096年11月,國外,進港,基隆港,巴拿馬,373029
096年11月,國外,進港,基隆港,瑞典,51
096年11月,國外,進港,基隆港,新加坡,112656
096年11月,國外,進港,基隆港,泰國,3229
096年11月,國外,進港,基隆港,吐瓦魯,8819
096年11月,國內,進港,基隆港,台灣，中華民國,701501
096年11月,國外,進港,基隆港,聖文森,34382
096年11月,國外,出港,基隆港,安地卡及巴布達,14909
096年11月,國外,出港,基隆港,荷屬安地列斯,13
096年11月,國外,出港,基隆港,巴哈馬,8087
096年11月,國外,出港,基隆港,貝里斯,0
096年11月,國外,出港,基隆港,賽普勒斯,24703
096年11月,國外,出港,基隆港,德國,7802
096年11月,國外,出港,基隆港,英國,13796
096年11月,國外,出港,基隆港,希臘,71
096年11月,國外,出港,基隆港,香港,47759
096年11月,國外,出港,基隆港,以色列,6010
096年11月,國外,出港,基隆港,印度,8349
096年11月,國外,出港,基隆港,義大利,2525
096年11月,國外,出港,基隆港,日本,563
096年11月,國外,出港,基隆港,高棉,0
096年11月,國外,出港,基隆港,吉里巴斯,0
096年11月,國外,出港,基隆港,北韓,0
096年11月,國外,出港,基隆港,韓國,17561
096年11月,國外,出港,基隆港,賴比瑞亞,137844
096年11月,國外,出港,基隆港,馬紹爾群島,19421
096年11月,國外,出港,基隆港,馬爾他,63
096年11月,國外,出港,基隆港,馬來西亞,1482
096年11月,國外,出港,基隆港,挪威,0
096年11月,國外,出港,基隆港,巴拿馬,140040
096年11月,國外,出港,基隆港,瑞典,0
096年11月,國外,出港,基隆港,新加坡,114906
096年11月,國外,出港,基隆港,泰國,4556
096年11月,國外,出港,基隆港,吐瓦魯,0
096年11月,國內,出港,基隆港,台灣，中華民國,68787
096年11月,國外,出港,基隆港,聖文森,11129
096年12月,國外,進港,基隆港,安地卡及巴布達,11445
096年12月,國外,進港,基隆港,荷屬安地列斯,1
096年12月,國外,進港,基隆港,巴哈馬,10127
096年12月,國外,進港,基隆港,貝里斯,6900
096年12月,國外,進港,基隆港,賽普勒斯,16413
096年12月,國外,進港,基隆港,德國,12677
096年12月,國外,進港,基隆港,英國,13813
096年12月,國外,進港,基隆港,希臘,2206
096年12月,國外,進港,基隆港,香港,162631
096年12月,國外,進港,基隆港,印尼,0
096年12月,國外,進港,基隆港,以色列,12832
096年12月,國外,進港,基隆港,印度,3858
096年12月,國外,進港,基隆港,義大利,2760
096年12月,國外,進港,基隆港,日本,439
096年12月,國外,進港,基隆港,高棉,36633
096年12月,國外,進港,基隆港,北韓,19150
096年12月,國外,進港,基隆港,韓國,36820
096年12月,國外,進港,基隆港,賴比瑞亞,136368
096年12月,國外,進港,基隆港,馬紹爾群島,49167
096年12月,國外,進港,基隆港,馬爾他,6212
096年12月,國外,進港,基隆港,馬來西亞,1664
096年12月,國外,進港,基隆港,巴拿馬,632895
096年12月,國外,進港,基隆港,新加坡,109248
096年12月,國外,進港,基隆港,泰國,4162
096年12月,國外,進港,基隆港,吐瓦魯,3800
096年12月,國內,進港,基隆港,台灣，中華民國,811624
096年12月,國外,進港,基隆港,聖文森,33098
096年12月,國外,進港,基隆港,萬那杜,692
096年12月,國外,出港,基隆港,安地卡及巴布達,13297
096年12月,國外,出港,基隆港,荷屬安地列斯,0
096年12月,國外,出港,基隆港,巴哈馬,11266
096年12月,國外,出港,基隆港,貝里斯,0
096年12月,國外,出港,基隆港,賽普勒斯,17858
096年12月,國外,出港,基隆港,德國,8270
096年12月,國外,出港,基隆港,英國,7637
096年12月,國外,出港,基隆港,希臘,3166
096年12月,國外,出港,基隆港,香港,47585
096年12月,國外,出港,基隆港,印尼,3049
096年12月,國外,出港,基隆港,以色列,3893
096年12月,國外,出港,基隆港,印度,9435
096年12月,國外,出港,基隆港,義大利,2225
096年12月,國外,出港,基隆港,日本,424
096年12月,國外,出港,基隆港,高棉,0
096年12月,國外,出港,基隆港,北韓,0
096年12月,國外,出港,基隆港,韓國,20930
096年12月,國外,出港,基隆港,賴比瑞亞,119916
096年12月,國外,出港,基隆港,馬紹爾群島,25957
096年12月,國外,出港,基隆港,馬爾他,2821
096年12月,國外,出港,基隆港,馬來西亞,1504
096年12月,國外,出港,基隆港,巴拿馬,149906
096年12月,國外,出港,基隆港,新加坡,103265
096年12月,國外,出港,基隆港,泰國,3810
096年12月,國外,出港,基隆港,吐瓦魯,0
096年12月,國內,出港,基隆港,台灣，中華民國,83498
096年12月,國外,出港,基隆港,聖文森,10008
096年12月,國外,出港,基隆港,萬那杜,1382
097年01月,國外,進港,基隆港,安地卡及巴布達,12477
097年01月,國外,進港,基隆港,巴哈馬,56447
097年01月,國外,進港,基隆港,貝里斯,18015
097年01月,國外,進港,基隆港,賽普勒斯,23849
097年01月,國外,進港,基隆港,德國,15642
097年01月,國外,進港,基隆港,英國,5930
097年01月,國外,進港,基隆港,希臘,10972
097年01月,國外,進港,基隆港,香港,268031
097年01月,國外,進港,基隆港,印尼,0
097年01月,國外,進港,基隆港,以色列,12875
097年01月,國外,進港,基隆港,印度,4802
097年01月,國外,進港,基隆港,義大利,0
097年01月,國外,進港,基隆港,日本,278
097年01月,國外,進港,基隆港,高棉,34311
097年01月,國外,進港,基隆港,吉里巴斯,2900
097年01月,國外,進港,基隆港,北韓,8850
097年01月,國外,進港,基隆港,韓國,34234
097年01月,國外,進港,基隆港,賴比瑞亞,146554
097年01月,國外,進港,基隆港,馬紹爾群島,19178
097年01月,國外,進港,基隆港,馬爾他,4655
097年01月,國外,進港,基隆港,馬來西亞,2576
097年01月,國外,進港,基隆港,巴拿馬,647931
097年01月,國外,進港,基隆港,俄羅斯,1039
097年01月,國外,進港,基隆港,新加坡,104756
097年01月,國外,進港,基隆港,泰國,13858
097年01月,國外,進港,基隆港,吐瓦魯,16345
097年01月,國內,進港,基隆港,台灣，中華民國,751735
097年01月,國外,進港,基隆港,聖文森,78504
097年01月,國外,進港,基隆港,越南,4063
097年01月,國外,進港,基隆港,萬那杜,0
097年01月,國外,出港,基隆港,安地卡及巴布達,11468
097年01月,國外,出港,基隆港,巴哈馬,6275
097年01月,國外,出港,基隆港,貝里斯,0
097年01月,國外,出港,基隆港,賽普勒斯,15815
097年01月,國外,出港,基隆港,德國,9420
097年01月,國外,出港,基隆港,英國,9362
097年01月,國外,出港,基隆港,希臘,2772
097年01月,國外,出港,基隆港,香港,45894
097年01月,國外,出港,基隆港,印尼,4802
097年01月,國外,出港,基隆港,以色列,6227
097年01月,國外,出港,基隆港,印度,10354
097年01月,國外,出港,基隆港,義大利,13
097年01月,國外,出港,基隆港,日本,439
097年01月,國外,出港,基隆港,高棉,0
097年01月,國外,出港,基隆港,吉里巴斯,0
097年01月,國外,出港,基隆港,北韓,0
097年01月,國外,出港,基隆港,韓國,14571
097年01月,國外,出港,基隆港,賴比瑞亞,114707
097年01月,國外,出港,基隆港,馬紹爾群島,21813
097年01月,國外,出港,基隆港,馬爾他,2265
097年01月,國外,出港,基隆港,馬來西亞,1753
097年01月,國外,出港,基隆港,巴拿馬,160357
097年01月,國外,出港,基隆港,俄羅斯,0
097年01月,國外,出港,基隆港,新加坡,108275
097年01月,國外,出港,基隆港,泰國,2593
097年01月,國外,出港,基隆港,吐瓦魯,0
097年01月,國內,出港,基隆港,台灣，中華民國,78316
097年01月,國外,出港,基隆港,聖文森,8272
097年01月,國外,出港,基隆港,越南,0
097年01月,國外,出港,基隆港,萬那杜,12
097年02月,國外,進港,基隆港,安地卡及巴布達,6758
097年02月,國外,進港,基隆港,巴哈馬,4790
097年02月,國外,進港,基隆港,貝里斯,14774
097年02月,國外,進港,基隆港,賽普勒斯,9815
097年02月,國外,進港,基隆港,德國,3327
097年02月,國外,進港,基隆港,英國,16124
097年02月,國外,進港,基隆港,希臘,11967
097年02月,國外,進港,基隆港,香港,62917
097年02月,國外,進港,基隆港,以色列,939
097年02月,國外,進港,基隆港,印度,6177
097年02月,國外,進港,基隆港,冰島,105
097年02月,國外,進港,基隆港,義大利,1961
097年02月,國外,進港,基隆港,日本,367
097年02月,國外,進港,基隆港,高棉,17701
097年02月,國外,進港,基隆港,韓國,15642
097年02月,國外,進港,基隆港,賴比瑞亞,86324
097年02月,國外,進港,基隆港,馬紹爾群島,8032
097年02月,國外,進港,基隆港,馬爾他,5245
097年02月,國外,進港,基隆港,馬來西亞,2801
097年02月,國外,進港,基隆港,巴拿馬,421577
097年02月,國外,進港,基隆港,巴布亞紐幾內亞,170
097年02月,國外,進港,基隆港,新加坡,71098
097年02月,國外,進港,基隆港,泰國,2233
097年02月,國外,進港,基隆港,吐瓦魯,9853
097年02月,國內,進港,基隆港,台灣，中華民國,614874
097年02月,國外,進港,基隆港,聖文森,27864
097年02月,國外,進港,基隆港,越南,194
097年02月,國外,進港,基隆港,萬那杜,1891
097年02月,國外,出港,基隆港,安地卡及巴布達,14552
097年02月,國外,出港,基隆港,巴哈馬,4942
097年02月,國外,出港,基隆港,貝里斯,0
097年02月,國外,出港,基隆港,賽普勒斯,8874
097年02月,國外,出港,基隆港,德國,3963
097年02月,國外,出港,基隆港,英國,7423
097年02月,國外,出港,基隆港,希臘,3584
097年02月,國外,出港,基隆港,香港,18287
097年02月,國外,出港,基隆港,以色列,0
097年02月,國外,出港,基隆港,印度,8679
097年02月,國外,出港,基隆港,冰島,0
097年02月,國外,出港,基隆港,義大利,3486
097年02月,國外,出港,基隆港,日本,339
097年02月,國外,出港,基隆港,高棉,0
097年02月,國外,出港,基隆港,韓國,16623
097年02月,國外,出港,基隆港,賴比瑞亞,63529
097年02月,國外,出港,基隆港,馬紹爾群島,17186
097年02月,國外,出港,基隆港,馬爾他,5976
097年02月,國外,出港,基隆港,馬來西亞,1211
097年02月,國外,出港,基隆港,巴拿馬,120857
097年02月,國外,出港,基隆港,巴布亞紐幾內亞,0
097年02月,國外,出港,基隆港,新加坡,88670
097年02月,國外,出港,基隆港,泰國,2141
097年02月,國外,出港,基隆港,吐瓦魯,0
097年02月,國內,出港,基隆港,台灣，中華民國,72204
097年02月,國外,出港,基隆港,聖文森,6186
097年02月,國外,出港,基隆港,越南,0
097年02月,國外,出港,基隆港,萬那杜,2161
097年03月,國外,進港,基隆港,安地卡及巴布達,9357
097年03月,國外,進港,基隆港,巴哈馬,20127
097年03月,國外,進港,基隆港,貝里斯,20766
097年03月,國外,進港,基隆港,賽普勒斯,10472
097年03月,國外,進港,基隆港,德國,16033
097年03月,國外,進港,基隆港,英國,16733
097年03月,國外,進港,基隆港,希臘,1251
097年03月,國外,進港,基隆港,蓋亞那,4983
097年03月,國外,進港,基隆港,香港,239599
097年03月,國外,進港,基隆港,以色列,11139
097年03月,國外,進港,基隆港,印度,6712
097年03月,國外,進港,基隆港,義大利,7
097年03月,國外,進港,基隆港,日本,531
097年03月,國外,進港,基隆港,高棉,15248
097年03月,國外,進港,基隆港,北韓,11170
097年03月,國外,進港,基隆港,韓國,55814
097年03月,國外,進港,基隆港,賴比瑞亞,128499
097年03月,國外,進港,基隆港,馬紹爾群島,14119
097年03月,國外,進港,基隆港,馬爾他,4982
097年03月,國外,進港,基隆港,馬來西亞,4261
097年03月,國外,進港,基隆港,荷蘭,155
097年03月,國外,進港,基隆港,挪威,6297
