時間,進港/出港,臺灣港口,貨物別,地區別,重量(公噸)
106年06月,進港,基隆港,礦產品,花蓮港,204438
106年06月,出港,基隆港,礦產品,馬祖港,559
106年06月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,3401
106年06月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,208
106年07月,進港,基隆港,礦產品,高雄港,62852
106年07月,進港,基隆港,礦產品,花蓮港,198565
106年07月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,206
106年07月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,3231
106年07月,進港,基隆港,"家具玩具運動用品,雜項製品",環島其他,36
106年07月,出港,基隆港,"家具玩具運動用品,雜項製品",環島其他,84
106年08月,進港,基隆港,礦產品,高雄港,41950
106年08月,進港,基隆港,礦產品,花蓮港,195420
106年08月,出港,基隆港,礦產品,馬祖港,593
106年08月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,172
106年08月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,3843
106年08月,進港,基隆港,"家具玩具運動用品,雜項製品",環島其他,48
106年08月,出港,基隆港,"家具玩具運動用品,雜項製品",環島其他,48
106年09月,進港,基隆港,礦產品,高雄港,24433
106年09月,進港,基隆港,礦產品,花蓮港,216527
106年09月,出港,基隆港,礦產品,蘇澳港,44281
106年09月,出港,基隆港,礦產品,馬祖港,538
106年09月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,139
106年09月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,3378
106年09月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,33
106年09月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,121
106年10月,進港,基隆港,礦產品,高雄港,87047
106年10月,出港,基隆港,礦產品,高雄港,9257
106年10月,進港,基隆港,礦產品,花蓮港,174361
106年10月,出港,基隆港,礦產品,花蓮港,22517
106年10月,出港,基隆港,礦產品,蘇澳港,9769
106年10月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,142
106年10月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,2988
106年11月,進港,基隆港,礦產品,高雄港,139412
106年11月,進港,基隆港,礦產品,花蓮港,224406
106年11月,出港,基隆港,礦產品,花蓮港,13930
106年11月,出港,基隆港,礦產品,馬祖港,553
106年11月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,185
106年11月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,3680
106年11月,進港,基隆港,"家具玩具運動用品,雜項製品",環島其他,576
106年11月,出港,基隆港,"家具玩具運動用品,雜項製品",環島其他,672
106年12月,進港,基隆港,礦產品,高雄港,48314
106年12月,出港,基隆港,礦產品,高雄港,18989
106年12月,進港,基隆港,礦產品,花蓮港,214601
106年12月,出港,基隆港,礦產品,蘇澳港,42970
106年12月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,98
106年12月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,3868
107年01月,進港,基隆港,礦產品,高雄港,46840
107年01月,出港,基隆港,礦產品,高雄港,17888
107年01月,進港,基隆港,礦產品,花蓮港,223580
107年01月,出港,基隆港,礦產品,馬祖港,590
107年01月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,184
107年01月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,3413
107年02月,進港,基隆港,礦產品,高雄港,50962
107年02月,進港,基隆港,礦產品,花蓮港,143262
107年02月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,62
107年02月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,2202
107年03月,出港,基隆港,礦產品,臺中港,16688
107年03月,進港,基隆港,礦產品,高雄港,34184
107年03月,出港,基隆港,礦產品,高雄港,14655
107年03月,進港,基隆港,礦產品,花蓮港,231874
107年03月,出港,基隆港,礦產品,馬祖港,571
107年03月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,95
107年03月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,3686
107年04月,進港,基隆港,礦產品,臺中港,18529
107年04月,進港,基隆港,礦產品,高雄港,4045
107年04月,出港,基隆港,礦產品,高雄港,37143
107年04月,進港,基隆港,礦產品,花蓮港,187416
107年04月,進港,基隆港,礦產品,蘇澳港,26012
107年04月,進港,基隆港,礦產品,深澳港,14712
107年04月,進港,基隆港,礦產品,和平港,7300
107年04月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,47
107年04月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,3745
107年04月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,56
107年04月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,867
107年04月,進港,基隆港,"家具玩具運動用品,雜項製品",環島其他,1512
107年04月,出港,基隆港,"家具玩具運動用品,雜項製品",環島其他,1392
107年05月,進港,基隆港,礦產品,臺中港,17319
107年05月,進港,基隆港,礦產品,高雄港,51699
107年05月,出港,基隆港,礦產品,高雄港,55379
107年05月,進港,基隆港,礦產品,花蓮港,239675
107年05月,進港,基隆港,礦產品,蘇澳港,14382
107年05月,出港,基隆港,礦產品,馬祖港,528
107年05月,進港,基隆港,礦產品,和平港,43700
107年05月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,5
107年05月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,4059
107年05月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,85
107年05月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,1050
107年06月,進港,基隆港,礦產品,臺中港,14610
107年06月,進港,基隆港,礦產品,高雄港,46148
107年06月,進港,基隆港,礦產品,花蓮港,241652
107年06月,出港,基隆港,礦產品,花蓮港,31814
107年06月,進港,基隆港,礦產品,蘇澳港,6200
107年06月,進港,基隆港,礦產品,安平港,7100
107年06月,進港,基隆港,礦產品,深澳港,10040
107年06月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,3040
107年06月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,202
107年06月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,1269
107年07月,進港,基隆港,礦產品,臺中港,13929
107年07月,出港,基隆港,礦產品,臺中港,14805
107年07月,進港,基隆港,礦產品,高雄港,51259
107年07月,出港,基隆港,礦產品,高雄港,18639
107年07月,進港,基隆港,礦產品,花蓮港,239585
107年07月,進港,基隆港,礦產品,蘇澳港,30281
107年07月,出港,基隆港,礦產品,馬祖港,574
107年07月,進港,基隆港,礦產品,和平港,22400
107年07月,出港,基隆港,"家具玩具運動用品,雜項製品",臺北港,133
107年07月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,112
107年07月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,3145
107年07月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,33
107年07月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,461
107年07月,進港,基隆港,"家具玩具運動用品,雜項製品",環島其他,900
107年07月,出港,基隆港,"家具玩具運動用品,雜項製品",環島其他,1068
107年08月,進港,基隆港,礦產品,臺中港,22500
107年08月,進港,基隆港,礦產品,高雄港,12400
107年08月,進港,基隆港,礦產品,花蓮港,234777
107年08月,進港,基隆港,礦產品,蘇澳港,5703
107年08月,進港,基隆港,礦產品,臺北港,3925
107年08月,出港,基隆港,礦產品,馬祖港,570
107年08月,進港,基隆港,礦產品,和平港,20300
107年08月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,129
107年08月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,4076
107年08月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,570
107年08月,進港,基隆港,"家具玩具運動用品,雜項製品",環島其他,792
107年08月,出港,基隆港,"家具玩具運動用品,雜項製品",環島其他,624
107年09月,出港,基隆港,礦產品,臺中港,10235
107年09月,進港,基隆港,礦產品,高雄港,31753
107年09月,進港,基隆港,礦產品,花蓮港,210028
107年09月,出港,基隆港,礦產品,花蓮港,10316
107年09月,進港,基隆港,礦產品,蘇澳港,22400
107年09月,進港,基隆港,礦產品,臺北港,12417
107年09月,出港,基隆港,礦產品,深澳港,12162
107年09月,進港,基隆港,礦產品,和平港,32250
107年09月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,197
107年09月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,4101
107年09月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,343
107年10月,進港,基隆港,礦產品,臺中港,8379
107年10月,出港,基隆港,礦產品,臺中港,20742
107年10月,進港,基隆港,礦產品,高雄港,39879
107年10月,出港,基隆港,礦產品,高雄港,10671
107年10月,進港,基隆港,礦產品,花蓮港,245869
107年10月,進港,基隆港,礦產品,蘇澳港,1674
107年10月,出港,基隆港,礦產品,馬祖港,535
107年10月,出港,基隆港,礦產品,深澳港,10324
107年10月,進港,基隆港,礦產品,和平港,42900
107年10月,進港,基隆港,礦產品,環島其他,13900
107年10月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,87
107年10月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,3559
107年10月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,210
107年10月,進港,基隆港,"家具玩具運動用品,雜項製品",環島其他,864
107年10月,出港,基隆港,"家具玩具運動用品,雜項製品",環島其他,1140
107年11月,進港,基隆港,礦產品,高雄港,24091
107年11月,進港,基隆港,礦產品,花蓮港,253178
107年11月,進港,基隆港,礦產品,蘇澳港,15908
107年11月,進港,基隆港,礦產品,和平港,53800
107年11月,進港,基隆港,卑金屬及其製品,高雄港,958
107年11月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,164
107年11月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,4145
107年11月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,485
107年11月,進港,基隆港,"家具玩具運動用品,雜項製品",環島其他,5616
107年11月,出港,基隆港,"家具玩具運動用品,雜項製品",環島其他,5558
107年12月,進港,基隆港,礦產品,臺中港,17551
107年12月,進港,基隆港,礦產品,高雄港,67980
107年12月,出港,基隆港,礦產品,高雄港,13655
107年12月,進港,基隆港,礦產品,花蓮港,261252
107年12月,出港,基隆港,礦產品,馬祖港,530
107年12月,進港,基隆港,礦產品,和平港,31000
107年12月,進港,基隆港,卑金屬及其製品,高雄港,1181
107年12月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,131
107年12月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,3795
107年12月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,124
107年12月,進港,基隆港,"家具玩具運動用品,雜項製品",環島其他,2964
107年12月,出港,基隆港,"家具玩具運動用品,雜項製品",環島其他,2604
108年01月,進港,基隆港,礦產品,臺中港,12270
108年01月,進港,基隆港,礦產品,高雄港,108679
108年01月,出港,基隆港,礦產品,高雄港,4945
108年01月,進港,基隆港,礦產品,花蓮港,243934
108年01月,進港,基隆港,礦產品,和平港,16400
108年01月,進港,基隆港,卑金屬及其製品,高雄港,855
108年01月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,92
108年01月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,4204
108年01月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,241
108年02月,進港,基隆港,礦產品,臺中港,18400
108年02月,進港,基隆港,礦產品,高雄港,38887
108年02月,出港,基隆港,礦產品,高雄港,19477
108年02月,進港,基隆港,礦產品,花蓮港,131979
108年02月,出港,基隆港,礦產品,馬祖港,599
108年02月,進港,基隆港,礦產品,和平港,44800
108年02月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,84
108年02月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,2297
108年02月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,525
108年03月,進港,基隆港,礦產品,臺中港,14640
108年03月,進港,基隆港,礦產品,高雄港,12373
108年03月,進港,基隆港,礦產品,花蓮港,271531
108年03月,進港,基隆港,礦產品,蘇澳港,12400
108年03月,進港,基隆港,礦產品,和平港,16400
108年03月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,122
108年03月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,3785
108年03月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,173
108年03月,進港,基隆港,"家具玩具運動用品,雜項製品",環島其他,1668
108年03月,出港,基隆港,"家具玩具運動用品,雜項製品",環島其他,1848
108年04月,進港,基隆港,礦產品,臺中港,33276
108年04月,出港,基隆港,礦產品,臺中港,2983
108年04月,進港,基隆港,礦產品,高雄港,24303
108年04月,進港,基隆港,礦產品,花蓮港,262432
108年04月,出港,基隆港,礦產品,蘇澳港,16407
108年04月,出港,基隆港,礦產品,馬祖港,609
108年04月,進港,基隆港,礦產品,麥寮港,4752
108年04月,進港,基隆港,礦產品,和平港,44800
108年04月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,334
108年04月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,4263
108年04月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,536
108年04月,進港,基隆港,"家具玩具運動用品,雜項製品",環島其他,1860
108年04月,出港,基隆港,"家具玩具運動用品,雜項製品",環島其他,1680
108年05月,進港,基隆港,礦產品,臺中港,5000
108年05月,進港,基隆港,礦產品,高雄港,29441
108年05月,進港,基隆港,礦產品,花蓮港,261487
108年05月,出港,基隆港,礦產品,花蓮港,19760
108年05月,進港,基隆港,礦產品,和平港,74800
108年05月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,278
108年05月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,4016
