時間,近/遠洋,進/出港,裝/卸貨,航線名稱,其他國家港口國,其他國家港口,臺灣港口,船舶種類,船舶國籍,艘次
2015/6/20 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/6/22 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/7/25 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/7/27 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/8/1 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/8/3 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/8/10 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/8/17 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/8/15 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/12/12 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/12/14 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/12/17 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/12/21 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/12/26 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/12/9 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/12/10 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/11/21 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/11/23 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/11/28 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/11/30 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/12/1 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/12/2 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/11/16 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/11/17 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/11/18 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/11/7 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/11/9 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/11/14 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/10/12 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/10/24 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/10/26 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/9/26 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/10/3 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/10/5 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/10/10 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/8/29 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/8/31 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/9/3 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/9/5 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/9/7 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/9/12 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/9/14 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/9/19 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/9/21 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,臺北港,客貨船,中國大陸,1
2015/7/14 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/8/5 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/1/3 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/1/9 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/1/23 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/1/31 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/3/6 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/2/13 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/2/20 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/3/13 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/3/27 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/4/3 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/7/18 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/8/9 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/5/1 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/4/4 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/5/8 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/7/10 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/7/28 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),越南,海防,高雄港,全貨櫃船,馬紹爾群島共和國,1
2015/1/14 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,海防,高雄港,全貨櫃船,馬爾他,1
2015/9/4 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,卡萊港,高雄港,全貨櫃船,巴拿馬,1
2015/9/25 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,卡萊港,高雄港,全貨櫃船,巴拿馬,1
2015/10/16 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,卡萊港,高雄港,全貨櫃船,巴拿馬,1
2015/7/3 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,卡萊港,高雄港,全貨櫃船,巴拿馬,1
2015/7/24 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,卡萊港,高雄港,全貨櫃船,巴拿馬,1
2015/8/14 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,卡萊港,高雄港,全貨櫃船,巴拿馬,1
2015/8/2 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,卡萊港,高雄港,全貨櫃船,巴拿馬,1
2015/7/12 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,卡萊港,高雄港,全貨櫃船,巴拿馬,1
2015/6/21 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,卡萊港,高雄港,全貨櫃船,巴拿馬,1
2015/2/7 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,歸仁,高雄港,全貨櫃船,巴拿馬,1
2015/1/16 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/2/6 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/3/20 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/9/1 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/10/14 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/4/29 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/5/13 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/5/27 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/6/9 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/7/22 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/6/24 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/8/5 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/1/1 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/9/8 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/5/6 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/5/19 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/6/2 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/6/17 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/7/15 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/8/12 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/7/29 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,巴拿馬,1
2015/6/5 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,胡志明,高雄港,全貨櫃船,巴拿馬,1
2015/6/14 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,胡志明,高雄港,全貨櫃船,巴拿馬,1
2015/3/8 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,巴拿馬,1
2015/10/2 上午 12:00:00,近洋航線,進港,裝貨,A104東北亞航線(含大陸),越南,西貢,高雄港,全貨櫃船,新加坡,1
2015/1/22 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,西貢,高雄港,全貨櫃船,新加坡,1
2015/3/4 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,西貢,高雄港,全貨櫃船,新加坡,1
2015/2/12 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,西貢,高雄港,全貨櫃船,新加坡,1
2015/3/27 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,西貢,高雄港,全貨櫃船,新加坡,1
2015/4/17 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,西貢,高雄港,全貨櫃船,新加坡,1
2015/9/3 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/9/23 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/10/16 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/5/27 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/6/17 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/7/10 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/8/3 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/8/5 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/8/12 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/1/28 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/2/7 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/3/11 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/2/20 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/4/2 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/4/23 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/5/13 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/6/4 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/6/25 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/7/16 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/1/8 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/3/19 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/4/9 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/4/30 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/5/20 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/6/11 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/7/24 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/7/1 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),越南,胡志明,高雄港,全貨櫃船,新加坡,1
2015/9/4 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/9/25 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/10/16 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/10/2 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/4/17 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/4/10 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/4/24 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/5/1 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/5/8 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/5/15 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/5/22 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
2015/5/29 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,越南,海防,高雄港,全貨櫃船,新加坡,1
