時間,近/遠洋,進/出港,裝/卸貨,航線名稱,其他國家港口國,其他國家港口,臺灣港口,船舶種類,船舶國籍,船舶運能,艘次
2016/8/22 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,浙江寧波,台中港,全貨櫃船,馬紹爾群島共和國,3000TEU以下,1
2015/8/20 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,台中港,客貨船,中國大陸,6000~10000TEU,1
2016/11/13 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2016/12/26 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2016/10/31 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2016/12/5 上午 12:00:00,遠洋航線,進港,裝貨,D104北美洲航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,新加坡,3000~6000TEU,1
2016/12/6 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2016/12/13 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2016/12/6 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,馬爾他,6000~10000TEU,1
2016/11/23 上午 12:00:00,遠洋航線,進港,裝貨,D104北美洲航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,英國,3000~6000TEU,1
2016/12/6 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2016/10/25 上午 12:00:00,遠洋航線,進港,裝貨,D004美洲航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,賴比瑞亞,3000~6000TEU,1
2016/12/12 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2016/11/16 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,鹽田,高雄港,全貨櫃船,中華民國,3000~6000TEU,1
2016/11/22 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,賴比瑞亞,3000~6000TEU,1
2016/11/22 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2016/12/26 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,德意志（德國）,3000~6000TEU,1
2016/10/30 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2016/10/24 上午 12:00:00,遠洋航線,進港,裝貨,D104北美洲航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,新加坡,3000~6000TEU,1
2016/12/13 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2015/10/8 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,6000~10000TEU,1
2015/9/30 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,6000~10000TEU,1
2016/2/24 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/2/17 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/3/23 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/4/13 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/5/11 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/3/16 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/7/6 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/5/19 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/4/20 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/1/27 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2015/12/23 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,6000~10000TEU,1
2015/12/30 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,6000~10000TEU,1
2015/11/25 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,6000~10000TEU,1
2016/1/20 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/6/15 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/6/8 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2015/8/27 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,台中港,客貨船,中國大陸,6000~10000TEU,1
2015/8/28 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,台中港,客貨船,中國大陸,6000~10000TEU,1
2015/11/5 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,台中港,客貨船,中國大陸,6000~10000TEU,1
2015/11/6 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,台中港,客貨船,中國大陸,6000~10000TEU,1
2015/8/2 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,台中港,客貨船,中國大陸,6000~10000TEU,1
2015/10/23 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,台中港,雜貨船,新加坡,6000~10000TEU,1
2015/8/18 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,台中港,駛上駛下船,巴拿馬,6000~10000TEU,1
2015/9/13 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,台中港,全貨櫃船,香港,6000~10000TEU,1
2021/6/4 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,台中港,全貨櫃船,中國大陸,3000TEU以下,1
2021/6/16 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,台中港,全貨櫃船,中國大陸,3000TEU以下,1
2021/4/1 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,台中港,散裝船,賴比瑞亞,3000TEU以下,1
2019/12/9 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,智利,卡爾德拉,台中港,散裝船,馬紹爾群島共和國,3000TEU以下,1
2015/10/12 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,台中港,全貨櫃船,香港,6000~10000TEU,1
2015/10/3 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,台中港,全貨櫃船,香港,6000~10000TEU,1
2015/4/30 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,台中港,客貨船,中國大陸,6000~10000TEU,1
2015/8/17 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,台中港,全貨櫃船,香港,6000~10000TEU,1
2015/8/11 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,台中港,全貨櫃船,香港,6000~10000TEU,1
2015/5/31 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,台中港,客貨船,中國大陸,6000~10000TEU,1
2016/8/3 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/9/7 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/9/14 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/8/10 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/8/17 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/7/13 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/10/26 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/9/28 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/10/6 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/10/12 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/8/31 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/11/30 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2017/2/1 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/12/28 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2017/1/4 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/11/3 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/12/21 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/11/15 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2016/11/8 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2016/12/13 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,新加坡,3000~6000TEU,1
2016/10/31 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2017/1/26 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,3000~6000TEU,1
2016/11/30 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,3000~6000TEU,1
2016/11/3 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,3000~6000TEU,1
2016/12/21 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,3000~6000TEU,1
2017/1/4 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,3000~6000TEU,1
2016/12/28 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,3000~6000TEU,1
2016/12/27 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2016/12/20 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,賴比瑞亞,3000~6000TEU,1
2016/11/1 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2016/12/28 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,鹽田,高雄港,全貨櫃船,中華民國,3000~6000TEU,1
2016/12/19 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2016/11/9 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,賴比瑞亞,3000~6000TEU,1
2016/11/8 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,馬爾他,6000~10000TEU,1
2019/2/19 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,台中港,散裝船,巴哈馬,3000TEU以下,1
2020/9/29 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,台中港,散裝船,巴拿馬,3000TEU以下,1
2019/11/27 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,台中港,散裝船,中國大陸,3000TEU以下,1
2015/10/6 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,台中港,散裝船,中國大陸,6000~10000TEU,1
2017/10/20 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,台中港,散裝船,中華民國,3000TEU以下,1
2020/3/25 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,智利,Puerto Angamos,台中港,雜貨船,新加坡,3000TEU以下,1
2015/9/9 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,大豐,台中港,雜貨船,中國大陸,6000~10000TEU,1
2020/2/13 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,大豐,台中港,散裝船,巴拿馬,3000TEU以下,1
2015/5/28 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,台中港,客貨船,中國大陸,6000~10000TEU,1
2015/5/29 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,台中港,客貨船,中國大陸,6000~10000TEU,1
2015/7/2 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,南通,台中港,工作平台船,中國大陸,6000~10000TEU,1
2016/7/15 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,南通,台中港,雜貨船,賽普勒斯,3000TEU以下,1
2015/8/29 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,南通,台中港,化學液體船,香港,6000~10000TEU,1
2015/4/13 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,南通,台中港,散裝船,香港,6000~10000TEU,1
2017/3/27 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,智利,塔爾卡瓦諾,台中港,雜貨船,巴哈馬,3000TEU以下,1
2020/8/2 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,智利,塔爾卡瓦諾,台中港,雜貨船,巴拿馬,3000TEU以下,1
2015/5/24 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,台中港,客貨船,中國大陸,6000~10000TEU,1
2015/6/25 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,台中港,客貨船,中國大陸,6000~10000TEU,1
2015/6/26 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,福州,台中港,客貨船,中國大陸,6000~10000TEU,1
2016/12/7 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2016/11/23 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2017/6/14 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,大阪,基隆港,全貨櫃船,香港,3000TEU以下,1
2015/4/17 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,基隆港,客貨船,香港,6000~10000TEU,1
2015/6/19 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,基隆港,客貨船,香港,6000~10000TEU,1
2015/6/26 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,基隆港,客貨船,香港,6000~10000TEU,1
2015/1/9 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,基隆港,客貨船,香港,6000~10000TEU,1
2015/1/11 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,基隆港,客貨船,香港,6000~10000TEU,1
2015/3/27 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,基隆港,客貨船,香港,6000~10000TEU,1
2015/4/3 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,基隆港,客貨船,香港,6000~10000TEU,1
2015/5/29 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,基隆港,客貨船,香港,6000~10000TEU,1
2015/9/3 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,基隆港,全貨櫃船,中國大陸,6000~10000TEU,1
2015/9/21 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,基隆港,全貨櫃船,中國大陸,6000~10000TEU,1
2015/9/21 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,基隆港,全貨櫃船,中國大陸,6000~10000TEU,1
2015/8/17 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,基隆港,全貨櫃船,中國大陸,6000~10000TEU,1
2015/5/30 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,基隆港,雜貨船,巴拿馬,6000~10000TEU,1
2015/8/20 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,基隆港,雜貨船,巴拿馬,6000~10000TEU,1
2015/8/21 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,基隆港,散裝船,巴拿馬,6000~10000TEU,1
2016/11/9 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,英國,3000~6000TEU,1
2016/11/16 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,3000~6000TEU,1
2016/8/24 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,3000~6000TEU,1
2016/10/26 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,3000~6000TEU,1
2016/10/6 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,3000~6000TEU,1
2016/11/15 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,英國,3000~6000TEU,1
2021/4/20 上午 12:00:00,遠洋航線,進港,裝貨,D104北美洲航線(含大陸),中國大陸,廈門,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2021/4/23 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,廈門,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
