時間,來源港國家,來源港口,目的港國家,目的港口,轉運港口,貨櫃量,TEU數
2018/1/20 上午 12:00:00,越南,卡萊港,菲律賓,馬尼拉北港,基隆港,1,1
2018/1/22 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,5,9
2018/1/8 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,1,2
2018/2/3 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,4,6
2018/2/3 上午 12:00:00,孟加拉,吉大港,新加坡,新加坡港,基隆港,1,2
2018/2/6 上午 12:00:00,紐西蘭,奧克蘭,菲律賓,馬尼拉,基隆港,1,2
2018/2/13 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,2,4
2018/2/7 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,3,4
2018/2/9 上午 12:00:00,越南,卡萊港,菲律賓,馬尼拉北港,基隆港,71,71
2018/2/18 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,1,2
2018/2/18 上午 12:00:00,泰國,曼谷,馬來西亞,巴生港,基隆港,1,2
2018/2/19 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,1,1
2018/2/19 上午 12:00:00,越南,海防,柬埔寨,金邊,基隆港,3,5
2018/2/19 上午 12:00:00,越南,海防,泰國,宋卡,基隆港,1,1
2018/2/25 上午 12:00:00,泰國,曼谷,馬來西亞,巴生港,基隆港,3,6
2018/2/25 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,1,2
2018/2/28 上午 12:00:00,紐西蘭,查爾麥茲港,紐西蘭,丹尼丁,基隆港,2,2
2018/2/28 上午 12:00:00,紐西蘭,查爾麥茲港,紐西蘭,查爾麥茲港,基隆港,6,6
2018/3/1 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,4,8
2018/3/1 上午 12:00:00,越南,海防,泰國,宋卡,基隆港,1,1
2018/3/13 上午 12:00:00,紐西蘭,奧克蘭,菲律賓,馬尼拉,基隆港,3,6
2018/3/13 上午 12:00:00,紐西蘭,納皮爾,菲律賓,馬尼拉,基隆港,1,2
2018/3/13 上午 12:00:00,泰國,曼谷,馬來西亞,巴生港,基隆港,1,2
2018/3/8 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,宿移,基隆港,43,43
2018/3/8 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,基隆港,3,6
2018/3/6 上午 12:00:00,紐西蘭,陶蘭加,紐西蘭,陶蘭加,基隆港,1,1
2018/3/6 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,1,2
2018/3/16 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,1,2
2018/3/23 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,5,10
2018/3/23 上午 12:00:00,越南,海防,柬埔寨,金邊,基隆港,2,4
2018/3/18 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,3,6
2018/3/18 上午 12:00:00,泰國,曼谷,越南,卡萊港,基隆港,1,2
2018/3/25 上午 12:00:00,泰國,曼谷,馬來西亞,巴生港,基隆港,2,3
2018/3/25 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,1,2
2018/4/3 上午 12:00:00,紐西蘭,納皮爾,印度,馬德拉斯,基隆港,1,2
2018/4/3 上午 12:00:00,紐西蘭,納皮爾,巴基斯坦,Karachi-Muhammad Bin Qasim,基隆港,4,4
2018/3/27 上午 12:00:00,紐西蘭,奧克蘭,紐西蘭,納皮爾,基隆港,1,2
2018/3/27 上午 12:00:00,紐西蘭,奧克蘭,菲律賓,馬尼拉,基隆港,1,2
2018/3/26 上午 12:00:00,泰國,曼谷,泰國,曼谷,基隆港,6,6
2018/4/10 上午 12:00:00,越南,胡志明,馬來西亞,亞庇(哥打京那巴魯),基隆港,10,10
2018/4/13 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,5,10
2018/4/22 上午 12:00:00,泰國,曼谷,馬來西亞,巴生港,基隆港,1,2
2018/4/16 上午 12:00:00,越南,卡萊港,越南,卡萊港,基隆港,1,2
2018/4/20 上午 12:00:00,紐西蘭,利特耳頓,紐西蘭,利特耳頓,基隆港,4,8
2018/4/20 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,8,16
2018/4/27 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,3,5
2018/4/27 上午 12:00:00,越南,海防,泰國,宋卡,基隆港,1,1
2018/5/2 上午 12:00:00,紐西蘭,納皮爾,菲律賓,馬尼拉,基隆港,2,4
2018/5/4 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,1,2
2018/5/4 上午 12:00:00,越南,海防,泰國,宋卡,基隆港,1,2
2018/5/6 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,3,5
2018/5/9 上午 12:00:00,紐西蘭,陶蘭加,紐西蘭,陶蘭加,基隆港,12,12
2018/5/13 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,2,4
2018/5/13 上午 12:00:00,泰國,曼谷,越南,卡萊港,基隆港,1,1
2018/5/22 上午 12:00:00,越南,胡志明,馬來西亞,亞庇(哥打京那巴魯),基隆港,2,2
2018/6/1 上午 12:00:00,紐西蘭,陶蘭加,泰國,萊卡邦港,基隆港,35,35
2018/5/29 上午 12:00:00,越南,卡萊港,馬來西亞,亞庇(哥打京那巴魯),基隆港,1,1
2018/5/29 上午 12:00:00,越南,卡萊港,菲律賓,馬尼拉,基隆港,80,81
2018/5/28 上午 12:00:00,泰國,曼谷,馬來西亞,巴生港,基隆港,1,2
2018/5/28 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,4,8
2018/6/5 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉,基隆港,44,46
2018/6/5 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉北港,基隆港,96,96
2018/6/5 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉南港,基隆港,26,52
2018/6/6 上午 12:00:00,泰國,曼谷,馬來西亞,巴生港,基隆港,1,2
2018/6/18 上午 12:00:00,泰國,曼谷,馬來西亞,巴生港,基隆港,1,2
2018/6/18 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,2,4
2018/6/5 上午 12:00:00,紐西蘭,奧克蘭,馬來西亞,巴生港,基隆港,10,20
2018/6/12 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,2,4
2018/6/16 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,2,4
2018/6/16 上午 12:00:00,越南,海防,泰國,宋卡,基隆港,1,2
2018/6/18 上午 12:00:00,印度尼西亞,泗水港,菲律賓,納卯,基隆港,11,22
2018/6/26 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,1,2
2018/6/26 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉南港,基隆港,2,3
2018/7/6 上午 12:00:00,泰國,曼谷,馬來西亞,巴生港,基隆港,2,3
2018/7/6 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,4,7
2018/7/4 上午 12:00:00,紐西蘭,奧克蘭,菲律賓,馬尼拉南港,基隆港,1,2
2018/7/4 上午 12:00:00,紐西蘭,查爾麥茲港,菲律賓,卡加延－德奧羅,基隆港,10,20
2018/7/5 上午 12:00:00,孟加拉,吉大港,馬來西亞,丹絨柏樂巴斯,基隆港,2,2
2018/7/5 上午 12:00:00,孟加拉,吉大港,新加坡,新加坡港,基隆港,2,2
2018/7/5 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,馬來西亞,丹絨柏樂巴斯,基隆港,1,2
2018/7/11 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,1,2
2018/7/11 上午 12:00:00,越南,卡萊港,菲律賓,馬尼拉北港,基隆港,8,8
2018/7/12 上午 12:00:00,紐西蘭,奧克蘭,馬來西亞,巴生港,基隆港,2,4
2018/7/15 上午 12:00:00,泰國,曼谷,馬來西亞,巴生港,基隆港,1,2
2018/7/15 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,3,5
2018/7/25 上午 12:00:00,紐西蘭,奧克蘭,菲律賓,馬尼拉南港,基隆港,2,4
2018/7/13 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,1,1
2018/7/20 上午 12:00:00,越南,海防,泰國,宋卡,基隆港,1,2
2018/7/27 上午 12:00:00,柬埔寨,西哈努克市,越南,海防,基隆港,1,2
2018/7/27 上午 12:00:00,泰國,宋卡,越南,海防,基隆港,3,4
2018/7/31 上午 12:00:00,越南,卡萊港,馬來西亞,詩巫,基隆港,4,4
2018/8/10 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,1,1
2018/8/14 上午 12:00:00,越南,胡志明,馬來西亞,美里,基隆港,2,4
2018/8/17 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,3,6
2018/8/9 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉,基隆港,3,5
2018/8/9 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉北港,基隆港,53,69
2018/8/9 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉南港,基隆港,68,69
2018/8/21 上午 12:00:00,紐西蘭,奧克蘭,紐西蘭,陶蘭加,基隆港,4,8
2018/8/21 上午 12:00:00,紐西蘭,奧克蘭,菲律賓,馬尼拉南港,基隆港,1,2
2018/8/21 上午 12:00:00,紐西蘭,查爾麥茲港,菲律賓,卡加延－德奧羅,基隆港,2,4
2018/8/20 上午 12:00:00,泰國,曼谷,泰國,南查邦,基隆港,3,3
2018/8/2 上午 12:00:00,泰國,曼谷,馬來西亞,巴生港,基隆港,2,3
2018/8/28 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉,基隆港,21,22
2018/8/28 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉北港,基隆港,132,139
2018/8/28 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉南港,基隆港,45,45
2018/8/30 上午 12:00:00,泰國,曼谷,泰國,南查邦,基隆港,3,3
2018/8/24 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,1,2
2018/9/6 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,印度尼西亞,勿拉灣港,基隆港,1,2
2018/9/7 上午 12:00:00,越南,海防,泰國,宋卡,基隆港,2,2
2018/9/18 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,2,3
2018/9/24 上午 12:00:00,泰國,曼谷,馬來西亞,巴生港,基隆港,1,1
2018/9/24 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,1,2
2018/9/19 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉南港,基隆港,6,12
2018/9/14 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,1,2
2018/9/30 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,3,5
2018/10/2 上午 12:00:00,越南,卡萊港,菲律賓,馬尼拉,基隆港,2,3
2018/10/2 上午 12:00:00,越南,卡萊港,菲律賓,馬尼拉南港,基隆港,7,13
2018/10/5 上午 12:00:00,紐西蘭,納皮爾,印度尼西亞,雅加達,基隆港,10,20
2018/10/5 上午 12:00:00,紐西蘭,納皮爾,泰國,曼谷,基隆港,2,2
2018/10/7 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,1,2
2018/10/14 上午 12:00:00,紐西蘭,奧克蘭,巴基斯坦,喀拉蚩,基隆港,5,10
2018/10/6 上午 12:00:00,新加坡,新加坡港,越南,胡志明,基隆港,1,2
2018/10/6 上午 12:00:00,新加坡,新加坡港,越南,歸仁,基隆港,1,2
2018/10/14 上午 12:00:00,泰國,曼谷,馬來西亞,巴生港,基隆港,2,3
2018/10/14 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,3,5
2018/10/14 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,1,2
2018/10/16 上午 12:00:00,紐西蘭,納皮爾,菲律賓,馬尼拉,基隆港,4,8
2018/10/16 上午 12:00:00,紐西蘭,查爾麥茲港,越南,胡志明,基隆港,20,40
2018/10/16 上午 12:00:00,越南,胡志明,馬來西亞,詩巫,基隆港,13,15
2018/10/16 上午 12:00:00,越南,胡志明,馬來西亞,Tanjung Manis,基隆港,20,20
2018/10/23 上午 12:00:00,越南,卡萊港,馬來西亞,亞庇(哥打京那巴魯),基隆港,2,2
2018/10/23 上午 12:00:00,越南,卡萊港,馬來西亞,詩巫,基隆港,1,1
2018/10/23 上午 12:00:00,越南,卡萊港,菲律賓,馬尼拉南港,基隆港,1,2
2018/10/19 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,1,1
2018/10/26 上午 12:00:00,紐西蘭,陶蘭加,泰國,萊卡邦港,基隆港,80,80
2018/10/26 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,1,2
2018/10/28 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,3,5
2018/11/2 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,馬來西亞,丹絨柏樂巴斯,基隆港,1,1
2018/11/2 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,馬尼拉南港,基隆港,2,4
2018/11/10 上午 12:00:00,越南,海防,泰國,宋卡,基隆港,1,1
2018/11/7 上午 12:00:00,越南,胡志明,馬來西亞,詩巫,基隆港,1,2
2018/11/13 上午 12:00:00,紐西蘭,奧克蘭,馬來西亞,巴生港,基隆港,28,56
2018/11/11 上午 12:00:00,泰國,曼谷,馬來西亞,巴生港,基隆港,1,1
2018/11/11 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,7,12
2018/11/18 上午 12:00:00,泰國,曼谷,馬來西亞,巴生港,基隆港,1,2
2018/11/18 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,2,3
2018/11/20 上午 12:00:00,紐西蘭,奧克蘭,馬來西亞,巴生港,基隆港,34,68
2018/11/20 上午 12:00:00,紐西蘭,查爾麥茲港,紐西蘭,丹尼丁,基隆港,4,8
2018/11/21 上午 12:00:00,越南,胡志明,印度,Pipavav (Victor) Port,基隆港,1,1
2018/11/21 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉,基隆港,1,2
2018/11/21 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉北港,基隆港,1,2
2018/11/21 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉南港,基隆港,2,4
2018/11/22 上午 12:00:00,孟加拉,吉大港,菲律賓,馬尼拉南港,基隆港,4,8
2018/11/16 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,1,2
2018/11/28 上午 12:00:00,孟加拉,吉大港,菲律賓,馬尼拉南港,基隆港,12,18
2018/12/4 上午 12:00:00,紐西蘭,奧克蘭,紐西蘭,納皮爾,基隆港,13,26
2018/12/4 上午 12:00:00,紐西蘭,查爾麥茲港,印度,蒙得拉,基隆港,5,10
2018/12/4 上午 12:00:00,紐西蘭,查爾麥茲港,菲律賓,馬尼拉,基隆港,1,2
2018/12/4 上午 12:00:00,越南,卡萊港,馬來西亞,詩巫,基隆港,2,4
2018/12/4 上午 12:00:00,越南,卡萊港,菲律賓,馬尼拉,基隆港,2,4
2018/12/4 上午 12:00:00,越南,卡萊港,菲律賓,馬尼拉南港,基隆港,1,2
2018/12/5 上午 12:00:00,泰國,曼谷,馬來西亞,巴生港,基隆港,1,2
2018/12/5 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,1,1
2018/12/12 上午 12:00:00,紐西蘭,納皮爾,印度尼西亞,泗水港,基隆港,12,24
2018/12/12 上午 12:00:00,紐西蘭,納皮爾,泰國,曼谷,基隆港,2,4
2018/12/12 上午 12:00:00,紐西蘭,陶蘭加,印度,那瓦夏瓦,基隆港,12,12
2018/12/12 上午 12:00:00,紐西蘭,陶蘭加,菲律賓,馬尼拉,基隆港,2,4
2018/12/12 上午 12:00:00,越南,胡志明,馬來西亞,詩巫,基隆港,8,8
2018/12/18 上午 12:00:00,紐西蘭,查爾麥茲港,紐西蘭,查爾麥茲港,基隆港,2,4
2018/12/14 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,1,1
2018/12/21 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,2,4
2018/12/21 上午 12:00:00,越南,海防,泰國,宋卡,基隆港,1,2
2019/1/1 上午 12:00:00,越南,胡志明,馬來西亞,亞庇(哥打京那巴魯),基隆港,1,1
2019/1/1 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉北港,基隆港,2,4
2018/12/27 上午 12:00:00,孟加拉,吉大港,菲律賓,馬尼拉南港,基隆港,2,2
2019/1/4 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,1,1
2019/1/4 上午 12:00:00,越南,海防,泰國,宋卡,基隆港,2,2
2019/1/7 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,1,2
2019/1/10 上午 12:00:00,紐西蘭,納皮爾,印度,那瓦夏瓦,基隆港,2,2
2019/1/10 上午 12:00:00,紐西蘭,納皮爾,巴基斯坦,喀拉蚩,基隆港,2,4
2018/12/30 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,5,9
2019/1/14 上午 12:00:00,印度尼西亞,雅加達,菲律賓,General Santos,基隆港,6,12
2019/1/14 上午 12:00:00,印度尼西亞,雅加達,菲律賓,馬尼拉南港,基隆港,10,20
2019/1/14 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,宿移,基隆港,4,5
2019/1/14 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,卡加延－德奧羅,基隆港,3,3
2019/1/14 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,General Santos,基隆港,6,6
2019/1/14 上午 12:00:00,新加坡,新加坡港,菲律賓,卡加延－德奧羅,基隆港,2,2
2019/1/14 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉南港,基隆港,3,5
2019/1/17 上午 12:00:00,孟加拉,吉大港,菲律賓,馬尼拉南港,基隆港,2,2
2019/1/17 上午 12:00:00,孟加拉,吉大港,新加坡,新加坡港,基隆港,1,1
2019/1/15 上午 12:00:00,越南,卡萊港,馬來西亞,亞庇(哥打京那巴魯),基隆港,14,15
2019/1/20 上午 12:00:00,泰國,曼谷,越南,胡志明,基隆港,1,2
2019/1/22 上午 12:00:00,紐西蘭,奧克蘭,馬來西亞,巴生港,基隆港,2,4
2019/1/22 上午 12:00:00,越南,胡志明,馬來西亞,詩巫,基隆港,2,4
2019/1/22 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉,基隆港,1,2
2019/1/22 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉北港,基隆港,1,2
2019/1/22 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉南港,基隆港,8,16
2019/1/23 上午 12:00:00,越南,海防,泰國,宋卡,基隆港,1,2
2019/1/24 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,1,1
2019/1/27 上午 12:00:00,泰國,曼谷,菲律賓,馬尼拉,基隆港,1,1
2019/2/2 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,3,6
2019/2/3 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,4,8
2019/2/14 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,馬尼拉南港,基隆港,4,8
2019/2/17 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,3,4
2019/2/23 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,5,8
2019/2/24 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,宿移,基隆港,5,8
2019/2/24 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,卡加延－德奧羅,基隆港,30,47
2019/2/24 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,馬尼拉南港,基隆港,49,76
2019/2/24 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,越南,海防,基隆港,27,52
2019/2/25 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,2,3
2019/2/25 上午 12:00:00,泰國,曼谷,越南,卡萊港,基隆港,1,2
2019/2/24 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,基隆港,11,15
2019/2/24 上午 12:00:00,新加坡,新加坡港,菲律賓,卡加延－德奧羅,基隆港,5,5
2019/2/24 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉南港,基隆港,8,11
2019/3/3 上午 12:00:00,泰國,曼谷,馬來西亞,巴生港,基隆港,1,1
2019/3/3 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,3,3
2019/3/5 上午 12:00:00,越南,卡萊港,馬來西亞,亞庇(哥打京那巴魯),基隆港,3,6
2019/3/6 上午 12:00:00,孟加拉,吉大港,菲律賓,馬尼拉南港,基隆港,2,4
2019/3/12 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉,基隆港,1,1
2019/3/12 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉北港,基隆港,1,2
2019/3/15 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,2,3
2019/3/15 上午 12:00:00,越南,海防,泰國,宋卡,基隆港,2,2
2019/3/17 上午 12:00:00,泰國,曼谷,馬來西亞,巴生港,基隆港,1,2
2019/3/17 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,2,3
2019/3/19 上午 12:00:00,越南,胡志明,馬來西亞,亞庇(哥打京那巴魯),基隆港,10,10
2019/3/19 上午 12:00:00,越南,胡志明,馬來西亞,詩巫,基隆港,2,4
2019/3/19 上午 12:00:00,紐西蘭,利特耳頓,紐西蘭,陶蘭加,基隆港,1,1
2019/3/20 上午 12:00:00,孟加拉,吉大港,菲律賓,馬尼拉南港,基隆港,4,6
2019/3/21 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,4,6
2019/3/21 上午 12:00:00,越南,海防,泰國,宋卡,基隆港,2,3
2019/3/28 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,8,15
2019/4/3 上午 12:00:00,越南,胡志明,馬來西亞,詩巫,基隆港,1,2
2019/4/3 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉北港,基隆港,10,18
2019/4/7 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,3,5
2019/4/7 上午 12:00:00,泰國,曼谷,越南,卡萊港,基隆港,1,2
2019/4/11 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,3,6
2019/4/11 上午 12:00:00,越南,海防,泰國,宋卡,基隆港,2,2
2019/3/31 上午 12:00:00,泰國,曼谷,馬來西亞,巴生港,基隆港,3,5
2019/3/31 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,2,4
2019/4/6 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,6,11
2019/4/14 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,3,5
2019/4/16 上午 12:00:00,越南,卡萊港,馬來西亞,亞庇(哥打京那巴魯),基隆港,1,1
2019/4/18 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,6,9
2019/4/6 上午 12:00:00,越南,海防,泰國,宋卡,基隆港,2,2
2019/4/22 上午 12:00:00,泰國,曼谷,馬來西亞,巴生港,基隆港,1,1
2019/4/23 上午 12:00:00,紐西蘭,奧克蘭,馬來西亞,巴生港,基隆港,2,4
2019/4/23 上午 12:00:00,紐西蘭,陶蘭加,紐西蘭,奧克蘭,基隆港,1,1
2019/4/30 上午 12:00:00,紐西蘭,查爾麥茲港,馬來西亞,巴生港,基隆港,6,12
2019/5/8 上午 12:00:00,泰國,曼谷,馬來西亞,古晉,基隆港,1,1
2019/5/8 上午 12:00:00,泰國,曼谷,馬來西亞,巴生港,基隆港,1,2
2019/5/8 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,1,2
2019/5/14 上午 12:00:00,紐西蘭,奧克蘭,紐西蘭,利特耳頓,基隆港,4,8
2019/5/18 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,6,11
2019/5/18 上午 12:00:00,越南,海防,泰國,宋卡,基隆港,3,3
2019/5/10 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,2,4
2019/5/11 上午 12:00:00,菲律賓,宿移,泰國,南查邦,基隆港,1,2
2019/5/11 上午 12:00:00,菲律賓,蘇比克灣,馬來西亞,巴生港,基隆港,1,1
2019/5/2 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,5,7
2019/5/2 上午 12:00:00,越南,海防,泰國,宋卡,基隆港,1,1
2019/5/12 上午 12:00:00,泰國,曼谷,馬來西亞,巴生港,基隆港,1,1
2019/5/19 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,基隆港,2,4
2019/5/21 上午 12:00:00,紐西蘭,陶蘭加,紐西蘭,奧克蘭,基隆港,2,4
2019/5/21 上午 12:00:00,越南,胡志明,馬來西亞,詩巫,基隆港,2,4
2019/5/24 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,8,13
2019/5/24 上午 12:00:00,越南,海防,泰國,宋卡,基隆港,1,2
2019/5/30 上午 12:00:00,越南,海防,柬埔寨,西哈努克市,基隆港,6,12
2019/6/5 上午 12:00:00,紐西蘭,利特耳頓,紐西蘭,查爾麥茲港,基隆港,2,4
