時間,國內港,地區別,貨物別,價值(新臺幣千元),重量(公噸)
102年10月,馬祖港,中國大陸,"木漿紙漿,紙及紙板及其製品",2564,22
102年10月,馬祖港,中國大陸,紡織品及其製品,25947,60
102年10月,馬祖港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",2895,1
102年10月,馬祖港,中國大陸,卑金屬及其製品,37011,28
102年10月,馬祖港,中國大陸,"機械用具電機設備,電視影像錄音機",394758,78
102年10月,馬祖港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",15886,8
102年10月,馬祖港,中國大陸,植物產品,2458,1
102年10月,馬祖港,中國大陸,"家具玩具運動用品,雜項製品",7750,3
102年10月,馬祖港,中國大陸,"調製食品,飲料,煙酒類",36103,330
102年10月,馬祖港,中國大陸,化學或有關工業產品,28001,85
102年10月,馬祖港,中國大陸,塑膠橡膠及其製品,33525,57
102年11月,馬祖港,中國大陸,"木漿紙漿,紙及紙板及其製品",954,15
102年11月,馬祖港,中國大陸,紡織品及其製品,15852,40
102年11月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",3947,1
102年11月,馬祖港,中國大陸,卑金屬及其製品,33287,21
102年11月,馬祖港,中國大陸,"機械用具電機設備,電視影像錄音機",186897,23
102年11月,馬祖港,中國大陸,車輛航空器船舶運輸設備,3901,1
102年11月,馬祖港,中國大陸,"家具玩具運動用品,雜項製品",5784,2
102年11月,馬祖港,中國大陸,"調製食品,飲料,煙酒類",32583,227
102年11月,馬祖港,中國大陸,化學或有關工業產品,11549,7
102年11月,馬祖港,中國大陸,塑膠橡膠及其製品,24232,55
102年11月,馬祖港,中國大陸,"木及木製品,軟木及軟木製品",58,2
102年12月,馬祖港,中國大陸,"木漿紙漿,紙及紙板及其製品",3292,6
102年12月,馬祖港,中國大陸,紡織品及其製品,16463,51
102年12月,馬祖港,中國大陸,卑金屬及其製品,37166,18
102年12月,馬祖港,中國大陸,"機械用具電機設備,電視影像錄音機",159821,16
102年12月,馬祖港,中國大陸,植物產品,263,2
102年12月,馬祖港,中國大陸,"調製食品,飲料,煙酒類",39064,297
102年12月,馬祖港,中國大陸,化學或有關工業產品,14022,22
102年12月,馬祖港,中國大陸,塑膠橡膠及其製品,33874,40
102年12月,馬祖港,中國大陸,"木及木製品,軟木及軟木製品",18,1
103年01月,馬祖港,中國大陸,"木漿紙漿,紙及紙板及其製品",1368,7
103年01月,馬祖港,中國大陸,紡織品及其製品,9016,13
103年01月,馬祖港,中國大陸,卑金屬及其製品,28742,13
103年01月,馬祖港,中國大陸,"機械用具電機設備,電視影像錄音機",72733,13
103年01月,馬祖港,中國大陸,車輛航空器船舶運輸設備,5041,2
103年01月,馬祖港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",10106,1
103年01月,馬祖港,中國大陸,"調製食品,飲料,煙酒類",26003,282
103年01月,馬祖港,中國大陸,化學或有關工業產品,6382,7
103年01月,馬祖港,中國大陸,塑膠橡膠及其製品,17507,16
103年02月,馬祖港,中國大陸,"木漿紙漿,紙及紙板及其製品",1511,5
103年02月,馬祖港,中國大陸,紡織品及其製品,11150,32
103年02月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",5449,1
103年02月,馬祖港,中國大陸,卑金屬及其製品,33751,38
103年02月,馬祖港,中國大陸,"機械用具電機設備,電視影像錄音機",133993,28
103年02月,馬祖港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",14374,3
103年02月,馬祖港,中國大陸,"家具玩具運動用品,雜項製品",4256,1
103年02月,馬祖港,中國大陸,"調製食品,飲料,煙酒類",20366,130
103年02月,馬祖港,中國大陸,化學或有關工業產品,18241,23
103年02月,馬祖港,中國大陸,塑膠橡膠及其製品,30245,64
103年03月,馬祖港,中國大陸,"木漿紙漿,紙及紙板及其製品",3634,14
103年03月,馬祖港,中國大陸,紡織品及其製品,17637,55
103年03月,馬祖港,中國大陸,卑金屬及其製品,27486,17
103年03月,馬祖港,中國大陸,"機械用具電機設備,電視影像錄音機",73448,20
103年03月,馬祖港,中國大陸,"調製食品,飲料,煙酒類",33036,345
103年03月,馬祖港,中國大陸,礦產品,12,1
103年03月,馬祖港,中國大陸,化學或有關工業產品,9513,16
103年03月,馬祖港,中國大陸,塑膠橡膠及其製品,22999,46
103年04月,馬祖港,中國大陸,"木漿紙漿,紙及紙板及其製品",482,3
103年04月,馬祖港,中國大陸,紡織品及其製品,11901,25
103年04月,馬祖港,中國大陸,卑金屬及其製品,8992,3
103年04月,馬祖港,中國大陸,"機械用具電機設備,電視影像錄音機",9991,1
103年04月,馬祖港,中國大陸,車輛航空器船舶運輸設備,2820,1
103年04月,馬祖港,中國大陸,"調製食品,飲料,煙酒類",32081,366
103年04月,馬祖港,中國大陸,化學或有關工業產品,6589,9
103年04月,馬祖港,中國大陸,塑膠橡膠及其製品,12531,12
103年04月,馬祖港,中國大陸,"皮革毛衣及其製品,旅行用物品",1215,1
103年05月,馬祖港,中國大陸,紡織品及其製品,321,2
103年05月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",120,2
103年05月,馬祖港,中國大陸,"機械用具電機設備,電視影像錄音機",32023,44
103年05月,馬祖港,中國大陸,車輛航空器船舶運輸設備,3303,3
103年05月,馬祖港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",1572,1
103年05月,馬祖港,中國大陸,"調製食品,飲料,煙酒類",34591,306
103年05月,馬祖港,中國大陸,化學或有關工業產品,2547,12
103年05月,馬祖港,中國大陸,塑膠橡膠及其製品,494,2
103年06月,馬祖港,中國大陸,"家具玩具運動用品,雜項製品",331,1
103年06月,馬祖港,中國大陸,"調製食品,飲料,煙酒類",26296,240
103年06月,馬祖港,中國大陸,化學或有關工業產品,6328,24
103年06月,馬祖港,中國大陸,"皮革毛衣及其製品,旅行用物品",623,1
103年07月,馬祖港,中國大陸,"調製食品,飲料,煙酒類",111,2
103年07月,馬祖港,中國大陸,化學或有關工業產品,83,2
103年08月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",1601,4
103年08月,馬祖港,中國大陸,"機械用具電機設備,電視影像錄音機",16312,7
103年08月,馬祖港,中國大陸,"家具玩具運動用品,雜項製品",1123,1
103年08月,馬祖港,中國大陸,"調製食品,飲料,煙酒類",1092,2
103年08月,馬祖港,中國大陸,化學或有關工業產品,2799,1
103年08月,馬祖港,中國大陸,塑膠橡膠及其製品,6331,9
103年09月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",8842,23
103年09月,馬祖港,中國大陸,"機械用具電機設備,電視影像錄音機",8793,6
103年09月,馬祖港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",888,3
103年09月,馬祖港,中國大陸,"家具玩具運動用品,雜項製品",669,3
103年09月,馬祖港,中國大陸,藝術品古董,109,2
103年09月,馬祖港,中國大陸,"調製食品,飲料,煙酒類",4564,13
103年09月,馬祖港,中國大陸,化學或有關工業產品,3039,9
103年09月,馬祖港,中國大陸,塑膠橡膠及其製品,228,1
103年09月,馬祖港,中國大陸,"木及木製品,軟木及軟木製品",172,2
103年10月,馬祖港,中國大陸,紡織品及其製品,1119,1
103年10月,馬祖港,中國大陸,"珍珠寶石貴金屬,仿首飾",249,1
103年10月,馬祖港,中國大陸,"機械用具電機設備,電視影像錄音機",179272,15
103年10月,馬祖港,中國大陸,動植物油脂及其分解物,126,1
103年10月,馬祖港,中國大陸,"調製食品,飲料,煙酒類",7889,182
103年10月,馬祖港,中國大陸,化學或有關工業產品,14389,31
103年10月,馬祖港,中國大陸,塑膠橡膠及其製品,718,4
103年11月,馬祖港,中國大陸,"木漿紙漿,紙及紙板及其製品",506,1
103年11月,馬祖港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",1118,8
103年11月,馬祖港,中國大陸,"機械用具電機設備,電視影像錄音機",15495,1
103年11月,馬祖港,中國大陸,植物產品,1037,6
103年11月,馬祖港,中國大陸,"家具玩具運動用品,雜項製品",1286,3
103年11月,馬祖港,中國大陸,"調製食品,飲料,煙酒類",13161,339
103年11月,馬祖港,中國大陸,化學或有關工業產品,2796,32
103年11月,馬祖港,中國大陸,塑膠橡膠及其製品,873,8
103年12月,馬祖港,中國大陸,"木漿紙漿,紙及紙板及其製品",381,1
