時間,臺灣港口,國內/國外,地區別,貨物別,重量(公噸)
097年07月,基隆港,國外,南美洲其他,化工原料,1
097年07月,基隆港,國內,臺中港,燃料油,13039
097年07月,基隆港,國內,花蓮港,燃料油,1930
097年07月,基隆港,國外,香港,溶劑油,1
097年07月,基隆港,國外,中美洲其他,鋼材,1
097年07月,基隆港,國外,中國大陸,鋼材,2
097年07月,基隆港,國外,香港,鋼材,1
097年07月,基隆港,國外,印尼,鋼材,4
097年07月,基隆港,國外,日本,鋼材,11
097年07月,基隆港,國外,墨西哥,鋼材,2
097年07月,基隆港,國外,紐西蘭,鋼材,3
097年07月,基隆港,國外,菲律賓,鋼材,2
097年07月,基隆港,國外,美國,鋼材,15
097年07月,基隆港,國外,越南,鋼材,55
097年07月,基隆港,國外,中國大陸,其他,42
097年08月,基隆港,國外,菲律賓,矽砂,3
097年08月,基隆港,國外,菲律賓,高嶺土,12
097年08月,基隆港,國外,中國大陸,化工原料,28
097年08月,基隆港,國外,香港,化工原料,4
097年08月,基隆港,國外,日本,化工原料,12
097年08月,基隆港,國外,韓國,化工原料,3
097年08月,基隆港,國外,紐西蘭,化工原料,1
097年08月,基隆港,國外,香港,合成樹脂,1
097年08月,基隆港,國外,中國大陸,鋼材,22
097年08月,基隆港,國外,香港,鋼材,40
097年08月,基隆港,國外,印尼,鋼材,1
097年08月,基隆港,國外,日本,鋼材,5
097年08月,基隆港,國外,紐西蘭,鋼材,3
097年08月,基隆港,國外,菲律賓,鋼材,2
097年08月,基隆港,國外,美國,鋼材,22
097年08月,基隆港,國外,巴西,其他,768
097年08月,基隆港,國外,中國大陸,其他,311
097年08月,基隆港,國外,墨西哥,其他,212
097年08月,基隆港,國外,越南,其他,121
097年09月,基隆港,國外,越南,高嶺土,8
097年09月,基隆港,國外,巴西,化工原料,2
097年09月,基隆港,國外,中國大陸,化工原料,9
097年09月,基隆港,國外,香港,化工原料,4
097年09月,基隆港,國外,日本,化工原料,6
097年09月,基隆港,國外,韓國,化工原料,6
097年09月,基隆港,國外,墨西哥,化工原料,12
097年09月,基隆港,國外,越南,化工原料,2
097年09月,基隆港,國外,香港,合成樹脂,22
097年09月,基隆港,國外,中國大陸,鋼材,13
097年09月,基隆港,國外,香港,鋼材,3
097年09月,基隆港,國外,日本,鋼材,8
097年09月,基隆港,國外,韓國,鋼材,2
097年09月,基隆港,國外,紐西蘭,鋼材,2
097年09月,基隆港,國外,菲律賓,鋼材,1
097年09月,基隆港,國外,沙烏地阿拉伯,鋼材,12
097年09月,基隆港,國外,美國,鋼材,7
097年09月,基隆港,國外,越南,鋼材,11
097年09月,基隆港,國外,葉門,鋼材,5
097年10月,基隆港,國外,中國大陸,化工原料,8
097年10月,基隆港,國外,香港,化工原料,7
097年10月,基隆港,國外,日本,化工原料,4
097年10月,基隆港,國外,韓國,化工原料,9
097年10月,基隆港,國外,泰國,化工原料,1
097年10月,基隆港,國外,越南,化工原料,20
097年10月,基隆港,國外,中國大陸,溶劑油,1
097年10月,基隆港,國外,中美洲其他,鋼材,3
097年10月,基隆港,國外,智利,鋼材,10
097年10月,基隆港,國外,中國大陸,鋼材,11
097年10月,基隆港,國外,香港,鋼材,22
097年10月,基隆港,國外,日本,鋼材,14
097年10月,基隆港,國外,墨西哥,鋼材,1
097年10月,基隆港,國外,菲律賓,鋼材,2
097年10月,基隆港,國外,泰國,鋼材,85
097年10月,基隆港,國外,美國,鋼材,31
097年10月,基隆港,國外,越南,鋼材,1
097年10月,基隆港,國外,中國大陸,其他,704
097年10月,基隆港,國外,香港,其他,4
097年11月,基隆港,國外,中國大陸,化工原料,14
097年11月,基隆港,國外,香港,化工原料,6
097年11月,基隆港,國外,日本,化工原料,13
097年11月,基隆港,國外,韓國,化工原料,3
097年11月,基隆港,國外,墨西哥,化工原料,6
097年11月,基隆港,國外,馬來西亞,化工原料,1
097年11月,基隆港,國外,新加坡,化工原料,1
097年11月,基隆港,國外,越南,化工原料,14
097年11月,基隆港,國外,中國大陸,合成樹脂,4
097年11月,基隆港,國外,中國大陸,鋼材,23
097年11月,基隆港,國外,香港,鋼材,6
097年11月,基隆港,國外,日本,鋼材,9
097年11月,基隆港,國外,菲律賓,鋼材,1
097年11月,基隆港,國外,沙烏地阿拉伯,鋼材,7
097年11月,基隆港,國外,泰國,鋼材,381
097年11月,基隆港,國外,美國,鋼材,29
097年11月,基隆港,國外,巴西,其他,249
097年11月,基隆港,國外,香港,其他,35
097年12月,基隆港,國外,越南,大理石花崗石,1
097年12月,基隆港,國外,日本,化工原料,15
097年12月,基隆港,國外,韓國,化工原料,9
097年12月,基隆港,國外,紐西蘭,化工原料,2
097年12月,基隆港,國外,越南,化工原料,2
097年12月,基隆港,國內,臺中港,燃料油,23632
097年12月,基隆港,國外,中國大陸,合成樹脂,1
097年12月,基隆港,國外,中國大陸,鋼材,9
097年12月,基隆港,國外,香港,鋼材,3
097年12月,基隆港,國外,日本,鋼材,2955
097年12月,基隆港,國外,紐西蘭,鋼材,2
097年12月,基隆港,國外,菲律賓,鋼材,2
097年12月,基隆港,國外,泰國,鋼材,3008
097年12月,基隆港,國外,美國,鋼材,17
097年12月,基隆港,國外,越南,鋼材,13898
097年12月,基隆港,國外,中國大陸,其他,158
097年12月,基隆港,國外,香港,其他,4
098年01月,基隆港,國外,中國大陸,瀝青,4186
098年01月,基隆港,國內,臺中港,燃料油,19045
098年02月,基隆港,國外,中國大陸,瀝青,3921
098年03月,基隆港,國外,中國大陸,瀝青,6481
098年03月,基隆港,國外,香港,瀝青,3887
098年03月,基隆港,國外,泰國,瀝青,4788
098年03月,基隆港,國內,高雄港,柴油,10112
098年03月,基隆港,國內,蘇澳港,柴油,10138
098年03月,基隆港,國內,臺中港,燃料油,20604
098年03月,基隆港,國內,高雄港,燃料油,9482
098年03月,基隆港,國外,美國,鋼材,16
098年03月,基隆港,國外,香港,其他,3
098年04月,基隆港,國外,中國大陸,瀝青,7050
098年04月,基隆港,國外,香港,瀝青,7234
098年04月,基隆港,國內,花蓮港,柴油,10104
098年04月,基隆港,國內,臺中港,燃料油,18797
098年04月,基隆港,國外,美國,鋼材,2
098年05月,基隆港,國外,香港,瀝青,3529
098年05月,基隆港,國內,花蓮港,柴油,8342
098年05月,基隆港,國內,蘇澳港,燃料油,3997
098年05月,基隆港,國外,美國,鋼材,3
098年05月,基隆港,國外,日本,其他,36
098年06月,基隆港,國內,花蓮港,燃料油,14023
098年06月,基隆港,國外,美國,鋼材,4
098年07月,基隆港,國內,臺中港,燃料油,14078
098年07月,基隆港,國外,美國,鋼材,6
098年07月,基隆港,國外,日本,其他,1
098年08月,基隆港,國內,臺中港,燃料油,18714
098年08月,基隆港,國內,高雄港,燃料油,14139
098年08月,基隆港,國外,美國,鋼材,2
098年08月,基隆港,國外,香港,其他,3
098年09月,基隆港,國內,花蓮港,燃料油,14061
098年09月,基隆港,國外,美國,鋼材,11
098年09月,基隆港,國外,中國大陸,其他,46
098年10月,基隆港,國內,臺中港,燃料油,9441
098年10月,基隆港,國外,美國,鋼材,14
098年10月,基隆港,國外,中國大陸,其他,3
098年10月,基隆港,國外,泰國,其他,52
098年11月,基隆港,國外,墨西哥,鋼材,12
098年11月,基隆港,國外,美國,鋼材,8
098年12月,基隆港,國外,美國,鋼材,14
099年01月,基隆港,國內,馬祖港,柴油,617
099年01月,基隆港,國外,美國,鋼材,13
099年01月,基隆港,國外,中國大陸,其他,333
099年02月,基隆港,國內,馬祖港,柴油,342
099年02月,基隆港,國外,美國,鋼材,8
099年03月,基隆港,國外,菲律賓,化工原料,192
099年03月,基隆港,國內,蘇澳港,柴油,9554
099年03月,基隆港,國內,馬祖港,柴油,335
099年03月,基隆港,國外,美國,鋼材,20
099年04月,基隆港,國內,臺中港,燃料油,13984
099年04月,基隆港,國外,中國大陸,鋼材,2
099年04月,基隆港,國外,美國,鋼材,7
099年05月,基隆港,國內,花蓮港,柴油,14693
099年05月,基隆港,國內,蘇澳港,柴油,12409
099年05月,基隆港,國內,臺中港,燃料油,17454
099年05月,基隆港,國內,蘇澳港,燃料油,4699
099年05月,基隆港,國內,馬祖港,燃料油,640
099年05月,基隆港,國外,美國,鋼材,19
099年06月,基隆港,國內,花蓮港,汽油,16703
099年06月,基隆港,國外,美國,鋼材,14
099年06月,基隆港,國外,中國大陸,其他,62
099年07月,基隆港,國內,花蓮港,柴油,15894
099年07月,基隆港,國內,花蓮港,燃料油,4744
099年07月,基隆港,國內,馬祖港,燃料油,594
099年07月,基隆港,國外,美國,鋼材,23
099年08月,基隆港,國外,越南,瀝青,3255
099年08月,基隆港,國外,美國,鋼材,24
099年08月,基隆港,國外,中國大陸,其他,363
099年08月,基隆港,國外,越南,其他,159
099年09月,基隆港,國內,花蓮港,柴油,10068
099年09月,基隆港,國內,馬祖港,柴油,590
099年09月,基隆港,國內,蘇澳港,燃料油,4822
099年09月,基隆港,國外,美國,鋼材,11
099年10月,基隆港,國內,蘇澳港,柴油,3417
099年10月,基隆港,國外,美國,鋼材,17
099年11月,基隆港,國內,馬祖港,柴油,600
099年11月,基隆港,國外,中國大陸,鋼材,1
099年11月,基隆港,國外,墨西哥,鋼材,10
099年11月,基隆港,國外,美國,鋼材,25
099年11月,基隆港,國外,阿拉伯聯合大公國,其他,2
099年11月,基隆港,國外,中國大陸,其他,62
099年11月,基隆港,國外,越南,其他,51
099年12月,基隆港,國外,泰國,鹽類,2
099年12月,基隆港,國外,美國,鋼材,20
099年12月,基隆港,國外,南非,其他,481
100年01月,基隆港,國內,馬祖港,柴油,524
100年01月,基隆港,國外,中國大陸,鋼材,6
100年01月,基隆港,國外,美國,鋼材,18
100年01月,基隆港,國外,中國大陸,其他,142
100年03月,基隆港,國內,臺中港,燃料油,13292
100年03月,基隆港,國內,花蓮港,燃料油,1923
100年03月,基隆港,國外,墨西哥,鋼材,7
100年03月,基隆港,國外,美國,鋼材,35
100年03月,基隆港,國外,中國大陸,其他,10
100年04月,基隆港,國內,蘇澳港,柴油,4385
100年04月,基隆港,國內,馬祖港,柴油,988
100年04月,基隆港,國內,臺中港,燃料油,4751
100年04月,基隆港,國內,蘇澳港,燃料油,6609
100年04月,基隆港,國外,美國,鋼材,29
100年04月,基隆港,國外,中國大陸,其他,5
100年04月,基隆港,國外,泰國,其他,44
100年05月,基隆港,國內,臺中港,燃料油,4744
100年05月,基隆港,國外,中國大陸,鋼材,7
100年05月,基隆港,國外,法國,鋼材,2
100年05月,基隆港,國外,美國,鋼材,15
100年05月,基隆港,國外,中國大陸,其他,17
100年06月,基隆港,國內,蘇澳港,柴油,5178
100年06月,基隆港,國內,馬祖港,柴油,506
100年06月,基隆港,國內,花蓮港,燃料油,5697
100年06月,基隆港,國外,美國,鋼材,24
100年06月,基隆港,國外,中國大陸,其他,208
100年07月,基隆港,國內,蘇澳港,柴油,7390
100年07月,基隆港,國內,蘇澳港,燃料油,23747
100年07月,基隆港,國外,中國大陸,鋼材,5
100年07月,基隆港,國外,美國,鋼材,18
100年07月,基隆港,國外,日本,其他,2
100年08月,基隆港,國內,臺中港,汽油,14015
100年08月,基隆港,國內,馬祖港,柴油,581
100年08月,基隆港,國內,臺中港,燃料油,9540
100年08月,基隆港,國內,花蓮港,燃料油,9614
100年08月,基隆港,國外,美國,鋼材,10
100年09月,基隆港,國內,臺中港,汽油,11347
100年09月,基隆港,國內,高雄港,燃料油,6591
100年09月,基隆港,國外,美國,鋼材,14
100年10月,基隆港,國內,花蓮港,柴油,5033
100年10月,基隆港,國內,蘇澳港,柴油,5021
100年10月,基隆港,國內,高雄港,燃料油,7768
100年10月,基隆港,國外,美國,鋼材,8
100年11月,基隆港,國內,花蓮港,柴油,5028
100年11月,基隆港,國內,蘇澳港,柴油,5063
100年11月,基隆港,國內,馬祖港,柴油,866
100年11月,基隆港,國內,高雄港,燃料油,15718
100年11月,基隆港,國外,美國,鋼材,13
100年12月,基隆港,國內,高雄港,燃料油,29695
100年12月,基隆港,國外,美國,鋼材,14
101年01月,基隆港,國內,馬祖港,柴油,594
101年01月,基隆港,國內,高雄港,燃料油,7309
101年01月,基隆港,國外,美國,鋼材,5
101年02月,基隆港,國內,臺中港,燃料油,8655
101年02月,基隆港,國內,高雄港,燃料油,7636
101年02月,基隆港,國內,蘇澳港,燃料油,23394
101年02月,基隆港,國外,美國,鋼材,2
101年03月,基隆港,國內,馬祖港,柴油,586
101年03月,基隆港,國內,臺中港,燃料油,15741
101年03月,基隆港,國內,花蓮港,燃料油,26749
101年03月,基隆港,國內,蘇澳港,燃料油,32980
101年03月,基隆港,國外,美國,鋼材,2
101年04月,基隆港,國內,高雄港,燃料油,17971
101年04月,基隆港,國外,美國,鋼材,27
101年05月,基隆港,國外,美國,鋼材,9
101年05月,基隆港,國外,香港,其他,2
101年06月,基隆港,國內,馬祖港,柴油,586
101年06月,基隆港,國外,美國,鋼材,15
101年07月,基隆港,國內,馬公港,柴油,3063
101年07月,基隆港,國內,花蓮港,燃料油,18632
101年07月,基隆港,國外,美國,鋼材,8
101年08月,基隆港,國內,臺中港,汽油,13322
101年08月,基隆港,國內,高雄港,柴油,16636
101年08月,基隆港,國內,馬祖港,柴油,583
101年08月,基隆港,國外,美國,鋼材,31
101年08月,基隆港,國外,泰國,其他,2
101年09月,基隆港,國內,高雄港,柴油,2173
101年09月,基隆港,國內,蘇澳港,柴油,3234
101年09月,基隆港,國外,美國,鋼材,1
101年09月,基隆港,國外,香港,其他,4
101年10月,基隆港,國內,花蓮港,柴油,5593
101年10月,基隆港,國內,蘇澳港,柴油,5487
101年10月,基隆港,國內,馬祖港,柴油,589
101年10月,基隆港,國外,美國,鋼材,13
101年10月,基隆港,國外,香港,其他,4
101年11月,基隆港,國內,臺中港,燃料油,23490
101年11月,基隆港,國內,高雄港,燃料油,6544
101年11月,基隆港,國外,中國大陸,鋼材,1
101年11月,基隆港,國外,美國,鋼材,16
101年11月,基隆港,國外,香港,其他,4
101年12月,基隆港,國外,美國,鋼材,15
101年12月,基隆港,國外,中國大陸,其他,1
101年12月,基隆港,國外,香港,其他,3
102年01月,基隆港,國內,臺中港,汽油,12063
102年01月,基隆港,國內,馬祖港,柴油,601
102年01月,基隆港,國外,中國大陸,鋼材,1
102年01月,基隆港,國外,美國,鋼材,10
102年01月,基隆港,國外,中國大陸,其他,1
102年02月,基隆港,國內,高雄港,燃料油,7848
102年02月,基隆港,國外,美國,鋼材,9
102年03月,基隆港,國內,臺中港,汽油,10342
102年03月,基隆港,國內,蘇澳港,汽油,12686
102年03月,基隆港,國內,高雄港,柴油,19076
102年03月,基隆港,國外,美國,鋼材,5
102年04月,基隆港,國內,臺中港,汽油,5976
102年04月,基隆港,國內,花蓮港,汽油,10437
102年04月,基隆港,國內,蘇澳港,汽油,9382
102年04月,基隆港,國內,高雄港,柴油,16667
102年04月,基隆港,國內,花蓮港,柴油,16738
102年04月,基隆港,國內,蘇澳港,柴油,9546
102年04月,基隆港,國內,馬祖港,柴油,934
102年04月,基隆港,國外,智利,鋼材,17
102年05月,基隆港,國內,高雄港,汽油,179
102年05月,基隆港,國內,花蓮港,汽油,6594
102年05月,基隆港,國內,蘇澳港,汽油,18606
102年05月,基隆港,國內,高雄港,柴油,8342
102年05月,基隆港,國內,花蓮港,柴油,8343
102年05月,基隆港,國內,馬祖港,柴油,332
102年05月,基隆港,國外,美國,鋼材,26
102年05月,基隆港,國外,泰國,其他,2
102年06月,基隆港,國外,美國,鋼材,8
102年06月,基隆港,國外,日本,其他,2
102年07月,基隆港,國內,臺中港,汽油,7367
102年07月,基隆港,國內,花蓮港,汽油,4662
102年07月,基隆港,國內,蘇澳港,汽油,4662
102年07月,基隆港,國內,高雄港,柴油,12372
102年07月,基隆港,國內,花蓮港,柴油,10990
102年07月,基隆港,國內,馬祖港,柴油,484
102年07月,基隆港,國內,高雄港,燃料油,42722
102年07月,基隆港,國外,智利,鋼材,6
102年07月,基隆港,國外,美國,鋼材,11
102年08月,基隆港,國內,花蓮港,汽油,5129
102年08月,基隆港,國內,蘇澳港,汽油,5130
102年08月,基隆港,國內,高雄港,柴油,10782
