時間,進港/出港,港口國,港口,臺灣港口,貨櫃/非貨櫃,船舶種類,船舶國籍,總噸數,艘次
2015/4/11 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,45169,1
2015/3/22 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,45169,1
2015/4/13 上午 12:00:00,出港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,巴拿馬,53103,1
2015/3/31 上午 12:00:00,出港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,巴拿馬,53103,1
2015/3/28 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,51872,1
2015/3/16 上午 12:00:00,出港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,巴拿馬,66332,1
2015/2/7 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,45169,1
2015/2/21 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,45169,1
2015/2/2 上午 12:00:00,出港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,巴拿馬,53103,1
2015/1/29 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,66332,1
2015/2/10 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,98747,1
2015/1/5 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,64254,1
2015/1/3 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,51872,1
2015/1/2 上午 12:00:00,出港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,巴拿馬,53103,1
2015/1/9 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,45169,1
2015/1/16 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,45169,1
2016/8/12 上午 12:00:00,出港,越南,順化,高雄港,非貨櫃船,多用途船,巴拿馬,5883,2
2016/8/12 上午 12:00:00,出港,越南,順化,高雄港,非貨櫃船,多用途船,巴拿馬,2981,1
2016/7/27 上午 12:00:00,出港,越南,順化,高雄港,非貨櫃船,多用途船,巴拿馬,2926,1
2016/7/27 上午 12:00:00,進港,越南,順化,高雄港,非貨櫃船,多用途船,巴拿馬,2981,1
2016/7/27 上午 12:00:00,出港,越南,順化,高雄港,非貨櫃船,多用途船,巴拿馬,2981,1
2016/7/23 上午 12:00:00,出港,越南,順化,高雄港,非貨櫃船,多用途船,巴拿馬,2388,1
2016/7/23 上午 12:00:00,進港,越南,順化,高雄港,非貨櫃船,多用途船,巴拿馬,2982,1
2016/7/23 上午 12:00:00,出港,越南,順化,高雄港,非貨櫃船,多用途船,巴拿馬,2982,1
2018/12/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2018/12/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2018/12/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,8679,1
2018/12/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,8679,1
2018/12/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,7508,1
2016/12/2 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,賽普勒斯,18997,1
2017/1/16 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,賽普勒斯,17068,1
2017/1/7 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,賽普勒斯,17068,1
2017/1/3 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,賽普勒斯,17068,1
2017/1/30 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,賽普勒斯,17068,1
2017/1/12 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,賽普勒斯,18997,1
2017/2/3 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,賽普勒斯,17068,1
2020/9/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,比利時,41358,1
2016/7/19 上午 12:00:00,進港,菲律賓,蘇比克灣,台中港,貨櫃船,全貨櫃船,丹麥,27733,1
2015/9/23 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,英國,17887,1
2015/9/24 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,英國,17887,1
2016/12/3 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2017/1/11 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,安地卡,16137,1
2015/1/15 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,53103,1
2015/1/20 上午 12:00:00,出港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,巴拿馬,66332,1
2015/1/20 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,17887,1
2015/3/12 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,53103,1
2015/2/26 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,64254,1
2015/2/26 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,53359,1
2015/3/17 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,17887,1
2015/2/14 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,51872,1
2015/2/27 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,45169,1
2015/2/17 上午 12:00:00,出港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,巴拿馬,53103,1
2015/2/17 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,17887,1
2016/1/15 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,51872,1
2016/2/3 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,96790,1
2016/2/4 上午 12:00:00,出港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,巴拿馬,53103,1
2016/1/7 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,66332,1
2016/1/8 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,45169,1
2016/1/29 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,52254,1
2016/1/21 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,64254,1
2016/1/22 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,45169,1
2016/2/10 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,96801,1
2015/12/23 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,96790,1
2016/1/4 上午 12:00:00,出港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,巴拿馬,66332,1
2015/12/18 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,52254,1
2015/12/25 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,45169,1
2015/12/14 上午 12:00:00,出港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,巴拿馬,53103,1
2015/12/2 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,96790,1
2015/11/30 上午 12:00:00,出港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,巴拿馬,53103,1
2015/12/24 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,53103,1
2015/12/29 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,17887,1
2015/12/31 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,40165,1
2015/12/11 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,45169,1
2015/11/6 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,52254,1
2015/11/27 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,45169,1
2015/10/26 上午 12:00:00,出港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,巴拿馬,53103,1
2017/1/10 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2017/1/2 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2017/3/6 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2017/3/9 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,安地卡,16137,1
2017/2/10 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2017/3/10 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2018/12/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2018/7/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,8963,1
2018/8/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2018/8/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2018/3/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2018/3/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2018/3/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,8679,1
2016/4/16 上午 12:00:00,出港,菲律賓,馬尼拉,台中港,非貨櫃船,雜貨船,新加坡,6460,1
2016/4/12 上午 12:00:00,進港,菲律賓,馬尼拉,台中港,非貨櫃船,雜貨船,新加坡,6460,1
2018/4/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2018/4/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2018/4/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2018/4/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2015/11/16 上午 12:00:00,出港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,巴拿馬,66332,1
2015/11/13 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,45169,1
2015/12/9 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,96801,1
2015/11/5 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,40165,1
2015/12/4 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,51872,1
2015/11/12 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,66332,1
2015/11/18 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,96801,1
2015/10/29 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,53103,1
2015/10/29 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,45169,1
2015/11/30 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,17887,1
2015/9/18 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,45169,1
2015/8/11 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,18335,1
2015/9/16 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,96801,1
2015/9/17 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,66332,1
2015/9/21 上午 12:00:00,出港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,巴拿馬,40839,1
2015/9/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,18335,1
2015/10/5 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,17887,1
2015/11/2 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,17887,1
2015/10/2 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,45169,1
2015/8/26 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,96801,1
2015/10/3 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,53359,1
2015/8/27 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,53103,1
2015/9/26 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,52254,1
2015/9/30 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,96790,1
2015/10/27 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,17887,1
2015/9/11 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,51872,1
2015/9/22 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,18335,1
2015/10/12 上午 12:00:00,出港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,巴拿馬,53359,1
2015/11/11 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,96790,1
2015/10/16 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,45169,1
2015/10/23 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,巴拿馬,51872,1
2021/7/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,144651,1
2021/7/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,144651,1
2015/8/29 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,48338,1
2018/4/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,8963,1
2018/2/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2018/2/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2018/2/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2018/5/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2018/5/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,13132,2
2017/4/24 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2017/4/24 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,8808,1
2016/10/15 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,安地卡,9610,1
2017/1/23 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2017/3/24 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2017/2/9 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2017/2/9 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,安地卡,16137,1
2016/12/12 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2017/2/20 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2017/4/5 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,安地卡,16137,1
2017/1/14 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2017/2/23 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,安地卡,40541,1
2017/2/23 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,安地卡,16137,1
2015/6/5 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,48338,1
2015/7/19 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,48338,1
2017/6/8 上午 12:00:00,進港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,馬爾他,25145,1
2017/7/24 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,25145,1
2017/6/21 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,24528,1
2021/1/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,85426,2
2020/8/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,69246,1
2021/1/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,31990,2
2017/10/16 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,10308,1
2017/8/17 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,141868,1
2017/10/24 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,10308,1
2017/6/22 上午 12:00:00,進港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,馬爾他,25145,1
2017/9/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,24528,1
2017/5/22 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,66199,1
2017/6/15 上午 12:00:00,進港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,馬爾他,24528,1
2017/6/15 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,25145,1
2017/7/19 上午 12:00:00,進港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,馬爾他,24528,1
2017/2/24 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2017/5/1 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2017/1/20 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,賽普勒斯,17068,1
2017/2/9 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,賽普勒斯,18997,1
2017/2/13 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,賽普勒斯,17068,1
2017/2/17 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,賽普勒斯,17068,1
2017/1/26 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,賽普勒斯,18997,1
2017/2/27 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,賽普勒斯,17068,1
2016/3/27 上午 12:00:00,出港,菲律賓,馬尼拉,台中港,非貨櫃船,雜貨船,新加坡,6460,1
2016/3/2 上午 12:00:00,出港,菲律賓,宿移,高雄港,非貨櫃船,雜貨船,新加坡,5394,1
2016/2/21 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,新加坡,8696,1
2017/3/30 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2017/4/11 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6732,1
2017/3/21 上午 12:00:00,出港,菲律賓,巴丹港 PHBTN,高雄港,非貨櫃船,雜貨船,香港,9373,1
2017/5/4 上午 12:00:00,出港,菲律賓,馬尼拉,基隆港,非貨櫃船,雜貨船,香港,6732,1
2017/7/20 上午 12:00:00,出港,菲律賓,巴丹港 PHBTN,基隆港,非貨櫃船,雜貨船,香港,4339,1
2017/5/6 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,非貨櫃船,雜貨船,香港,4441,1
2017/6/29 上午 12:00:00,進港,菲律賓,馬尼拉,台中港,非貨櫃船,雜貨船,香港,6278,1
2017/6/28 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,25145,1
2016/12/14 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,24528,1
2016/10/23 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,66199,1
2016/12/4 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,66199,1
2016/8/22 上午 12:00:00,進港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,馬爾他,24528,1
2016/7/21 上午 12:00:00,進港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,馬爾他,24528,1
2016/8/20 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,35595,1
2017/4/16 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,54851,1
2017/4/4 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,54851,1
2016/2/26 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,36014,1
2016/6/17 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,54851,1
2016/3/31 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,25391,1
2015/6/29 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,越南,20887,1
2017/12/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,10308,1
2020/8/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,93808,2
2020/8/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,32828,1
2020/8/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,52090,1
2017/6/26 上午 12:00:00,出港,菲律賓,蘇比克灣,基隆港,非貨櫃船,雜貨船,香港,7100,1
2017/6/3 上午 12:00:00,出港,菲律賓,巴丹港 PHBTN,基隆港,非貨櫃船,雜貨船,香港,4339,1
2017/7/15 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,5600,1
2017/5/29 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,8679,1
2017/7/26 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,5600,1
2017/6/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2017/8/24 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,非貨櫃船,雜貨船,香港,8657,1
2017/6/17 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2017/7/2 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6278,1
2017/2/2 上午 12:00:00,出港,菲律賓,宿移,高雄港,非貨櫃船,雜貨船,香港,5601,1
2017/2/26 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,8679,1
2017/1/19 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,非貨櫃船,雜貨船,香港,7989,1
2017/5/17 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2017/3/15 上午 12:00:00,出港,菲律賓,宿移,高雄港,非貨櫃船,雜貨船,香港,7460,1
2017/3/15 上午 12:00:00,出港,菲律賓,蘇比克灣,基隆港,非貨櫃船,雜貨船,香港,4425,1
2017/2/10 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,5600,1
2017/3/9 上午 12:00:00,進港,菲律賓,巴丹港 PHBTN,高雄港,非貨櫃船,雜貨船,香港,7460,1
2017/1/3 上午 12:00:00,出港,菲律賓,蘇比克灣,基隆港,非貨櫃船,雜貨船,香港,4559,1
2017/2/25 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6278,1
2020/8/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,54809,1
2020/8/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,42894,1
2020/8/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,42532,1
2021/1/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,95205,1
2020/11/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,151451,1
2020/12/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,85426,2
2021/2/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,40474,1
2021/2/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,65930,2
2021/2/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,42894,1
