時間,近/遠洋,進/出港,裝/卸貨,航線名稱,新南向區域,其他國家港口國,其他國家港口,臺灣港口,船舶種類,船型,艘次
2015/2/14 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,越南,胡志明,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/1/11 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,越南,胡志明,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/1/17 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,東協,越南,胡志明,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/11/9 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,東協,越南,胡志明,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/12/1 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,越南,胡志明,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/10/20 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,東協,越南,胡志明,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2021/6/18 上午 12:00:00,遠洋航線,進港,裝貨,D004美洲航線(含大陸),東協,越南,卡萊港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2021/6/25 上午 12:00:00,遠洋航線,進港,裝貨,D004美洲航線(含大陸),東協,越南,卡萊港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2015/12/15 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,越南,卡萊港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/10/26 上午 12:00:00,近洋航線,出港,卸貨,A300東南、北亞航線,東協,越南,峴港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/11/9 上午 12:00:00,近洋航線,出港,卸貨,A300東南、北亞航線,東協,越南,峴港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/12/8 上午 12:00:00,近洋航線,出港,卸貨,A100東北亞航線,東協,越南,峴港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/12/14 上午 12:00:00,近洋航線,出港,卸貨,A200東南亞航線,東協,越南,峴港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/7/22 上午 12:00:00,近洋航線,出港,卸貨,A300東南、北亞航線,東協,越南,峴港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/7/14 上午 12:00:00,近洋航線,出港,卸貨,A300東南、北亞航線,東協,越南,峴港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/8/17 上午 12:00:00,近洋航線,出港,卸貨,A300東南、北亞航線,東協,越南,峴港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/8/24 上午 12:00:00,近洋航線,出港,卸貨,A300東南、北亞航線,東協,越南,峴港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/7/28 上午 12:00:00,近洋航線,出港,卸貨,A300東南、北亞航線,東協,越南,峴港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/8/3 上午 12:00:00,近洋航線,出港,卸貨,A300東南、北亞航線,東協,越南,峴港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/1/20 上午 12:00:00,近洋航線,出港,卸貨,A300東南、北亞航線,東協,越南,峴港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/2/11 上午 12:00:00,近洋航線,出港,卸貨,A300東南、北亞航線,東協,越南,峴港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/12/21 上午 12:00:00,近洋航線,出港,卸貨,A300東南、北亞航線,東協,越南,峴港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/12/29 上午 12:00:00,近洋航線,出港,卸貨,A100東北亞航線,東協,越南,峴港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2019/5/2 上午 12:00:00,近洋航線,出港,卸貨,E104澳洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,1
2019/7/11 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,1
2019/7/11 上午 12:00:00,近洋航線,出港,卸貨,E104澳洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,1
2019/7/12 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/7/18 上午 12:00:00,近洋航線,出港,卸貨,E204紐西蘭航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,1
2019/7/19 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/7/17 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,1
2019/7/7 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/8/17 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/8/18 上午 12:00:00,近洋航線,出港,卸貨,E104澳洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,1
2019/6/27 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,1
2019/6/27 上午 12:00:00,近洋航線,出港,卸貨,E104澳洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,1
2019/6/28 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/7/26 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU ~ 6000TEU,2
2019/7/25 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,1
2019/7/25 上午 12:00:00,近洋航線,出港,卸貨,E104澳洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,1
2016/8/27 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2016/5/21 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2016/4/3 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2016/5/17 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2016/7/23 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2016/7/30 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2016/7/3 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2016/4/24 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2016/2/6 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2016/2/6 上午 12:00:00,遠洋航線,出港,卸貨,D504中南美洲航(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2016/7/26 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2016/9/10 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2016/9/17 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2016/5/29 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2016/10/2 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2016/8/6 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/11/23 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,越南,胡志明,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/10/10 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,東協,越南,胡志明,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/12/10 上午 12:00:00,近洋航線,出港,卸貨,A300東南、北亞航線,東協,越南,胡志明,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/12/11 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,越南,胡志明,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/9/8 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,東協,越南,胡志明,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/8/19 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,越南,胡志明,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/8/29 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,越南,胡志明,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/6/27 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,越南,胡志明,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/6/14 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,越南,胡志明,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/7/18 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,越南,胡志明,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/2/2 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,越南,胡志明,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/7/28 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,東協,越南,胡志明,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/10/31 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,東協,越南,胡志明,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/11/2 上午 12:00:00,近洋航線,出港,卸貨,A200東南亞航線,東協,越南,胡志明,臺中港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/9/18 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,越南,胡志明,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/9/28 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,東協,越南,胡志明,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/7/19 上午 12:00:00,近洋航線,出港,卸貨,A200東南亞航線,東協,越南,胡志明,臺中港,全貨櫃船,6000TEU ~ 10000TEU,1
2019/9/5 上午 12:00:00,近洋航線,出港,卸貨,E204紐西蘭航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,1
2019/9/6 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/8/1 上午 12:00:00,近洋航線,出港,卸貨,E104澳洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,1
2019/8/2 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,1
2019/8/5 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/10/7 上午 12:00:00,近洋航線,出港,卸貨,E104澳洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,2
2019/6/5 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,1
2019/9/12 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,1
2019/9/12 上午 12:00:00,近洋航線,出港,卸貨,E104澳洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,1
2019/9/17 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/10/1 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/10/4 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,1
2019/10/5 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/12/12 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,1
2019/9/21 上午 12:00:00,近洋航線,出港,卸貨,E104澳洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,1
2019/9/26 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,1
2016/6/18 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2016/8/21 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2016/6/25 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2016/11/5 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2016/9/3 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2016/11/12 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2016/4/17 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2016/1/3 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2016/2/14 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2016/1/10 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2016/1/17 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/10/28 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,14000TEU以上,1
2016/3/13 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/11/16 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,基隆港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/12/22 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,基隆港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/12/14 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,馬來西亞,丹絨柏樂巴斯,基隆港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/7/6 上午 12:00:00,近洋航線,出港,卸貨,A300東南、北亞航線,東協,越南,峴港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/6/2 上午 12:00:00,近洋航線,出港,卸貨,A300東南、北亞航線,東協,越南,峴港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2021/7/7 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,越南,峴港,高雄港,全貨櫃船,3000TEU以下,1
2021/7/25 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,越南,峴港,高雄港,全貨櫃船,3000TEU以下,1
2021/1/29 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,越南,峴港,臺中港,全貨櫃船,3000TEU以下,1
2019/5/18 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),紐澳,澳大利亞,雪梨,高雄港,全貨櫃船,3000TEU以下,1
2019/7/20 上午 12:00:00,遠洋航線,出港,卸貨,D504中南美洲航(含大陸),紐澳,澳大利亞,雪梨,高雄港,全貨櫃船,3000TEU以下,1
2019/7/27 上午 12:00:00,近洋航線,出港,卸貨,E104澳洲航線(含大陸),紐澳,澳大利亞,雪梨,高雄港,全貨櫃船,3000TEU以下,1
2019/9/7 上午 12:00:00,近洋航線,出港,卸貨,E104澳洲航線(含大陸),紐澳,澳大利亞,雪梨,高雄港,全貨櫃船,3000TEU以下,1
2019/11/30 上午 12:00:00,近洋航線,出港,卸貨,E104澳洲航線(含大陸),紐澳,澳大利亞,雪梨,高雄港,全貨櫃船,3000TEU以下,2
2019/8/11 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),紐澳,澳大利亞,雪梨,高雄港,全貨櫃船,3000TEU以下,1
2019/10/20 上午 12:00:00,近洋航線,出港,卸貨,E104澳洲航線(含大陸),紐澳,澳大利亞,雪梨,高雄港,全貨櫃船,3000TEU以下,2
2019/12/28 上午 12:00:00,遠洋航線,出港,卸貨,D504中南美洲航(含大陸),紐澳,澳大利亞,雪梨,高雄港,全貨櫃船,3000TEU以下,1
2015/11/5 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),東協,馬來西亞,巴生港,高雄港,全貨櫃船,10000TEU ~ 14000TEU,1
2016/2/2 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),東協,馬來西亞,巴生港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2016/2/19 上午 12:00:00,遠洋航線,進港,裝貨,A834紅海航線(含大陸),東協,馬來西亞,巴生港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2016/4/18 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),東協,馬來西亞,巴生港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2016/4/21 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),東協,馬來西亞,巴生港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2016/5/16 上午 12:00:00,遠洋航線,進港,裝貨,A834紅海航線(含大陸),東協,馬來西亞,巴生港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2016/7/14 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),東協,馬來西亞,巴生港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2016/3/14 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),東協,馬來西亞,巴生港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2016/6/2 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),東協,馬來西亞,巴生港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/9/27 上午 12:00:00,遠洋航線,出港,卸貨,B004歐洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,1
2019/11/21 上午 12:00:00,近洋航線,出港,卸貨,E104澳洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,1
2019/11/23 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/10/17 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,1
2019/10/17 上午 12:00:00,近洋航線,出港,卸貨,E104澳洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU以下,1
2019/10/18 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),紐澳,澳大利亞,布里斯本,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
