時間,貨物別,地區別,臺灣港口,重量(公噸)
099年03月,"光學照相電影計量檢查儀器,鐘錶樂器",福建石獅,基隆港,0
099年03月,"家具玩具運動用品,雜項製品",上海,基隆港,12
099年03月,"家具玩具運動用品,雜項製品",福建廈門,基隆港,1
099年04月,化學或有關工業產品,上海,基隆港,14
099年04月,塑膠橡膠及其製品,上海,基隆港,9
099年04月,塑膠橡膠及其製品,福建廈門,基隆港,0
099年04月,"皮革毛衣及其製品,旅行用物品",福建廈門,基隆港,3
099年04月,"木及木製品,軟木及軟木製品",上海,基隆港,1
099年04月,"木漿紙漿,紙及紙板及其製品",上海,基隆港,1
099年04月,"木漿紙漿,紙及紙板及其製品",福建廈門,基隆港,0
099年04月,紡織品及其製品,上海,基隆港,3
099年04月,紡織品及其製品,山東青島,基隆港,0
099年04月,紡織品及其製品,福建廈門,基隆港,0
099年04月,"鞋帽傘,羽毛及其製品,人造花",浙江寧波,基隆港,9
099年04月,"石料水泥石棉等材料之製品,陶瓷,玻璃",江蘇南京,基隆港,29
099年04月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建廈門,基隆港,29
099年04月,卑金屬及其製品,上海,基隆港,43
099年04月,卑金屬及其製品,福建廈門,基隆港,1
099年04月,"機械用具電機設備,電視影像錄音機",浙江寧波,基隆港,2
099年04月,"機械用具電機設備,電視影像錄音機",上海,基隆港,36
099年04月,"機械用具電機設備,電視影像錄音機",廣東深圳,基隆港,0
099年04月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,2
099年04月,"機械用具電機設備,電視影像錄音機",福建廈門,基隆港,0
099年04月,"光學照相電影計量檢查儀器,鐘錶樂器",浙江寧波,基隆港,2
099年04月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,17
099年04月,"家具玩具運動用品,雜項製品",浙江寧波,基隆港,0
099年04月,"家具玩具運動用品,雜項製品",上海,基隆港,11
099年05月,動物產品,福建廈門,基隆港,26
099年05月,化學或有關工業產品,浙江寧波,基隆港,1
099年05月,化學或有關工業產品,上海,基隆港,12
099年05月,化學或有關工業產品,福建廈門,基隆港,17
099年05月,塑膠橡膠及其製品,浙江寧波,基隆港,0
099年05月,塑膠橡膠及其製品,上海,基隆港,18
099年05月,"皮革毛衣及其製品,旅行用物品",福建廈門,基隆港,1
099年05月,"木及木製品,軟木及軟木製品",遼寧大連,基隆港,5
099年05月,"木及木製品,軟木及軟木製品",上海,基隆港,2
099年05月,"木漿紙漿,紙及紙板及其製品",浙江寧波,基隆港,0
099年05月,"木漿紙漿,紙及紙板及其製品",上海,基隆港,0
099年05月,紡織品及其製品,上海,基隆港,6
099年05月,紡織品及其製品,山東青島,基隆港,4
099年05月,紡織品及其製品,福建廈門,基隆港,0
099年05月,"鞋帽傘,羽毛及其製品,人造花",浙江寧波,基隆港,9
099年05月,"石料水泥石棉等材料之製品,陶瓷,玻璃",上海,基隆港,0
099年05月,卑金屬及其製品,上海,基隆港,1
099年05月,"機械用具電機設備,電視影像錄音機",福建福州,基隆港,1
099年05月,"機械用具電機設備,電視影像錄音機",江蘇連雲港,基隆港,10
099年05月,"機械用具電機設備,電視影像錄音機",浙江寧波,基隆港,0
099年05月,"機械用具電機設備,電視影像錄音機",上海,基隆港,64
099年05月,"機械用具電機設備,電視影像錄音機",山東青島,基隆港,0
099年05月,"機械用具電機設備,電視影像錄音機",福建廈門,基隆港,13
099年05月,"機械用具電機設備,電視影像錄音機",河北宜昌,基隆港,21
099年05月,車輛航空器船舶運輸設備,福建廈門,基隆港,1
099年05月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,12
099年05月,"光學照相電影計量檢查儀器,鐘錶樂器",廣東深圳,基隆港,0
099年05月,"光學照相電影計量檢查儀器,鐘錶樂器",天津新港,基隆港,0
099年05月,"光學照相電影計量檢查儀器,鐘錶樂器",福建廈門,基隆港,0
099年05月,"家具玩具運動用品,雜項製品",浙江寧波,基隆港,4
099年05月,"家具玩具運動用品,雜項製品",上海,基隆港,4
099年05月,"家具玩具運動用品,雜項製品",福建廈門,基隆港,11
099年06月,化學或有關工業產品,上海,基隆港,15
099年06月,塑膠橡膠及其製品,上海,基隆港,7
099年06月,"皮革毛衣及其製品,旅行用物品",福建廈門,基隆港,1
099年06月,"木漿紙漿,紙及紙板及其製品",福建廈門,基隆港,1
099年06月,紡織品及其製品,上海,基隆港,9
099年06月,紡織品及其製品,福建廈門,基隆港,0
099年06月,"鞋帽傘,羽毛及其製品,人造花",浙江寧波,基隆港,27
099年06月,卑金屬及其製品,上海,基隆港,37
099年06月,卑金屬及其製品,天津新港,基隆港,0
099年06月,卑金屬及其製品,天津新港,基隆港,0
099年06月,"機械用具電機設備,電視影像錄音機",遼寧大連,基隆港,22
099年06月,"機械用具電機設備,電視影像錄音機",福建福州,基隆港,1
099年06月,"機械用具電機設備,電視影像錄音機",浙江寧波,基隆港,2
099年06月,"機械用具電機設備,電視影像錄音機",上海,基隆港,54
099年06月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,9
099年06月,"機械用具電機設備,電視影像錄音機",福建廈門,基隆港,3
099年06月,車輛航空器船舶運輸設備,上海,基隆港,1
099年06月,車輛航空器船舶運輸設備,天津新港,基隆港,1
099年06月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,2
099年06月,"家具玩具運動用品,雜項製品",浙江寧波,基隆港,0
099年06月,"家具玩具運動用品,雜項製品",上海,基隆港,6
099年07月,化學或有關工業產品,遼寧丹東,基隆港,1800
099年07月,化學或有關工業產品,遼寧大連,基隆港,1
099年07月,化學或有關工業產品,上海,基隆港,12
099年07月,化學或有關工業產品,天津新港,基隆港,1
099年07月,塑膠橡膠及其製品,浙江寧波,基隆港,0
099年07月,塑膠橡膠及其製品,上海,基隆港,7
099年07月,塑膠橡膠及其製品,福建廈門,基隆港,1
099年07月,"皮革毛衣及其製品,旅行用物品",上海,基隆港,0
099年07月,"皮革毛衣及其製品,旅行用物品",福建廈門,基隆港,1
099年07月,"木及木製品,軟木及軟木製品",上海,基隆港,1
099年07月,"木漿紙漿,紙及紙板及其製品",上海,基隆港,0
099年07月,紡織品及其製品,上海,基隆港,1
099年07月,紡織品及其製品,山東青島,基隆港,1
099年07月,"鞋帽傘,羽毛及其製品,人造花",浙江寧波,基隆港,18
099年07月,"鞋帽傘,羽毛及其製品,人造花",上海,基隆港,1
099年07月,卑金屬及其製品,浙江寧波,基隆港,1
099年07月,卑金屬及其製品,上海,基隆港,766
099年07月,"機械用具電機設備,電視影像錄音機",福建福州,基隆港,1
099年07月,"機械用具電機設備,電視影像錄音機",浙江寧波,基隆港,1
099年07月,"機械用具電機設備,電視影像錄音機",上海,基隆港,82
099年07月,"機械用具電機設備,電視影像錄音機",廣東新豐,基隆港,35
099年07月,"機械用具電機設備,電視影像錄音機",福建廈門,基隆港,11
099年07月,"機械用具電機設備,電視影像錄音機",河北宜昌,基隆港,21
099年07月,車輛航空器船舶運輸設備,天津新港,基隆港,5
099年07月,"光學照相電影計量檢查儀器,鐘錶樂器",浙江寧波,基隆港,0
099年07月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,19
099年07月,"家具玩具運動用品,雜項製品",浙江寧波,基隆港,0
099年07月,"家具玩具運動用品,雜項製品",上海,基隆港,6
099年07月,"家具玩具運動用品,雜項製品",福建廈門,基隆港,1
099年08月,化學或有關工業產品,上海,基隆港,11
099年08月,塑膠橡膠及其製品,上海,基隆港,3
099年08月,塑膠橡膠及其製品,福建廈門,基隆港,0
099年08月,"皮革毛衣及其製品,旅行用物品",上海,基隆港,0
099年08月,"皮革毛衣及其製品,旅行用物品",天津,基隆港,1
099年08月,"皮革毛衣及其製品,旅行用物品",福建廈門,基隆港,1
099年08月,"木漿紙漿,紙及紙板及其製品",山東青島,基隆港,0
099年08月,紡織品及其製品,上海,基隆港,11
099年08月,紡織品及其製品,山東青島,基隆港,1
099年08月,紡織品及其製品,福建廈門,基隆港,4
099年08月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建廈門,基隆港,0
099年08月,卑金屬及其製品,上海,基隆港,8
099年08月,"機械用具電機設備,電視影像錄音機",浙江寧波,基隆港,1
099年08月,"機械用具電機設備,電視影像錄音機",上海,基隆港,23
099年08月,"機械用具電機設備,電視影像錄音機",山東青島,基隆港,0
099年08月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,8
099年08月,"機械用具電機設備,電視影像錄音機",福建廈門,基隆港,3
099年08月,車輛航空器船舶運輸設備,上海,基隆港,2
099年08月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,6
099年08月,"光學照相電影計量檢查儀器,鐘錶樂器",天津,基隆港,0
099年08月,"光學照相電影計量檢查儀器,鐘錶樂器",福建廈門,基隆港,0
099年08月,"家具玩具運動用品,雜項製品",浙江寧波,基隆港,0
099年08月,"家具玩具運動用品,雜項製品",上海,基隆港,4
099年09月,化學或有關工業產品,浙江寧波,基隆港,0
099年09月,化學或有關工業產品,上海,基隆港,15
099年09月,化學或有關工業產品,山東青島,基隆港,4
099年09月,塑膠橡膠及其製品,上海,基隆港,8
099年09月,塑膠橡膠及其製品,福建廈門,基隆港,1
099年09月,"皮革毛衣及其製品,旅行用物品",上海,基隆港,0
099年09月,"皮革毛衣及其製品,旅行用物品",福建廈門,基隆港,1
099年09月,"木漿紙漿,紙及紙板及其製品",上海,基隆港,0
099年09月,紡織品及其製品,上海,基隆港,17
099年09月,紡織品及其製品,山東青島,基隆港,1
099年09月,紡織品及其製品,福建廈門,基隆港,0
099年09月,卑金屬及其製品,上海,基隆港,1434
099年09月,卑金屬及其製品,山東青島,基隆港,3
099年09月,卑金屬及其製品,福建廈門,基隆港,0
099年09月,"機械用具電機設備,電視影像錄音機",浙江寧波,基隆港,3
099年09月,"機械用具電機設備,電視影像錄音機",上海,基隆港,45
099年09月,"機械用具電機設備,電視影像錄音機",山東青島,基隆港,2
099年09月,"機械用具電機設備,電視影像錄音機",福建廈門,基隆港,3
099年09月,車輛航空器船舶運輸設備,上海,基隆港,2
099年09月,車輛航空器船舶運輸設備,天津新港,基隆港,4
099年09月,"光學照相電影計量檢查儀器,鐘錶樂器",遼寧大連,基隆港,0
099年09月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,7
099年09月,"光學照相電影計量檢查儀器,鐘錶樂器",廣東蛇口,基隆港,3
099年09月,"家具玩具運動用品,雜項製品",浙江寧波,基隆港,0
099年09月,"家具玩具運動用品,雜項製品",上海,基隆港,11
099年10月,化學或有關工業產品,遼寧大連,基隆港,0
099年10月,化學或有關工業產品,浙江寧波,基隆港,0
099年10月,化學或有關工業產品,上海,基隆港,15
099年10月,塑膠橡膠及其製品,上海,基隆港,4
099年10月,塑膠橡膠及其製品,福建廈門,基隆港,0
099年10月,"皮革毛衣及其製品,旅行用物品",上海,基隆港,0
099年10月,"皮革毛衣及其製品,旅行用物品",福建廈門,基隆港,0
099年10月,紡織品及其製品,上海,基隆港,10
099年10月,紡織品及其製品,山東青島,基隆港,0
099年10月,紡織品及其製品,福建廈門,基隆港,0
099年10月,"石料水泥石棉等材料之製品,陶瓷,玻璃",上海,基隆港,5
099年10月,"石料水泥石棉等材料之製品,陶瓷,玻璃",福建廈門,基隆港,91
099年10月,卑金屬及其製品,遼寧大連,基隆港,0
099年10月,卑金屬及其製品,上海,基隆港,2
099年10月,卑金屬及其製品,天津新港,基隆港,1
099年10月,"機械用具電機設備,電視影像錄音機",浙江寧波,基隆港,0
099年10月,"機械用具電機設備,電視影像錄音機",上海,基隆港,9
099年10月,"機械用具電機設備,電視影像錄音機",山東青島,基隆港,4
099年10月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,7
099年10月,"機械用具電機設備,電視影像錄音機",福建廈門,基隆港,6
099年10月,車輛航空器船舶運輸設備,上海,基隆港,1
099年10月,車輛航空器船舶運輸設備,天津新港,基隆港,5
099年10月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,4
099年10月,"家具玩具運動用品,雜項製品",浙江寧波,基隆港,5
099年10月,"家具玩具運動用品,雜項製品",上海,基隆港,8
099年11月,化學或有關工業產品,上海,基隆港,21
099年11月,塑膠橡膠及其製品,浙江寧波,基隆港,0
099年11月,塑膠橡膠及其製品,上海,基隆港,7
099年11月,"木漿紙漿,紙及紙板及其製品",福建廈門,基隆港,7
099年11月,紡織品及其製品,吉林三合,基隆港,1
099年11月,紡織品及其製品,上海,基隆港,10
099年11月,紡織品及其製品,山東青島,基隆港,2
099年11月,"鞋帽傘,羽毛及其製品,人造花",上海,基隆港,0
099年11月,"石料水泥石棉等材料之製品,陶瓷,玻璃",上海,基隆港,6
099年11月,卑金屬及其製品,遼寧大連,基隆港,0
099年11月,卑金屬及其製品,上海,基隆港,10
099年11月,卑金屬及其製品,天津新港,基隆港,1314
099年11月,卑金屬及其製品,福建廈門,基隆港,0
099年11月,"機械用具電機設備,電視影像錄音機",重慶,基隆港,14
099年11月,"機械用具電機設備,電視影像錄音機",浙江寧波,基隆港,0
099年11月,"機械用具電機設備,電視影像錄音機",上海,基隆港,17
099年11月,"機械用具電機設備,電視影像錄音機",天津新港,基隆港,7
099年11月,"機械用具電機設備,電視影像錄音機",福建廈門,基隆港,7
099年11月,車輛航空器船舶運輸設備,上海,基隆港,1
099年11月,車輛航空器船舶運輸設備,天津新港,基隆港,1
099年11月,"光學照相電影計量檢查儀器,鐘錶樂器",上海,基隆港,0
099年11月,"家具玩具運動用品,雜項製品",上海,基隆港,4
100年01月,"調製食品,飲料,煙酒類",上海,基隆港,2
