時間(年月),航務中心,船舶種類,丈量_淨噸位,丈量_總噸位,丈量_艘數,檢查_淨噸位,檢查_總噸位,檢查_艘數
10001,南部航務中心,小船,3,0,3,112,309,86
10001,南部航務中心,其他,312,93,2,2001,5480,12
10001,北部航務中心,輪船,0,0,0,410,1366,2
10002,東部航務中心,小船,0,0,0,1,4,1
10003,東部航務中心,小船,0,0,0,18,58,6
10003,南部航務中心,小船,4,0,4,100,419,134
10003,北部航務中心,拖駁船,0,0,0,94,313,2
10003,中部航務中心,漁船,0,0,0,165,560,8
10004,中部航務中心,其他,0,0,0,453,996,1
10005,南部航務中心,漁船,1059,520,2,4953,12894,81
10005,南部航務中心,拖駁船,0,0,0,229,765,3
10005,中部航務中心,漁船,0,0,0,150,471,9
10006,南部航務中心,輪船,42,12,1,3312,9194,24
10006,中部航務中心,輪船,0,0,0,48,164,4
10007,北部航務中心,其他,0,0,0,216,722,10
10007,中部航務中心,小船,0,0,0,3,27,16
10008,東部航務中心,其他,0,0,0,9,30,1
10010,北部航務中心,輪船,0,0,0,410,1366,2
10011,東部航務中心,小船,0,0,0,17,53,6
10011,東部航務中心,漁船,0,0,0,81,237,6
10011,北部航務中心,拖駁船,0,0,0,145,514,2
10011,中部航務中心,其他,0,0,0,339,1134,3
10012,北部航務中心,漁船,79,24,2,414,1344,18
10101,南部航務中心,小船,19,5,8,97,271,66
10102,南部航務中心,漁船,437,144,6,4984,12942,100
10104,南部航務中心,小船,47,11,7,92,373,66
10104,北部航務中心,小船,0,0,0,43,164,24
10105,東部航務中心,小船,0,0,0,4,15,5
10105,南部航務中心,小船,15,1,9,238,850,173
10105,南部航務中心,拖駁船,0,0,0,1113,2899,5
10105,中部航務中心,漁船,0,0,0,173,569,10
10106,東部航務中心,輪船,0,0,0,160,476,1
10106,北部航務中心,拖駁船,0,0,0,99,331,1
10107,東部航務中心,其他,0,0,0,9,30,1
10107,南部航務中心,輪船,0,0,0,5417,14532,18
10107,南部航務中心,漁船,229,73,2,19399,43143,137
10109,中部航務中心,小船,0,0,0,0,2,2
10109,中部航務中心,拖駁船,0,0,0,13,45,1
10110,南部航務中心,漁船,1599,734,4,8175,20826,90
10111,南部航務中心,小船,34,6,9,114,402,105
10111,南部航務中心,拖駁船,0,0,0,665,2262,9
10111,北部航務中心,漁船,0,0,0,1093,3283,31
10112,中部航務中心,漁船,0,0,0,103,270,8
10112,中部航務中心,其他,0,0,0,995,2805,2
10201,南部航務中心,拖駁船,56,16,1,556,1796,8
10201,北部航務中心,漁船,33,10,1,862,2647,26
10202,東部航務中心,小船,0,0,0,24,59,9
10202,東部航務中心,漁船,0,0,0,54,142,5
10202,南部航務中心,輪船,1356,532,1,3996,10007,11
10202,北部航務中心,輪船,0,0,0,1242,2101,2
10203,東部航務中心,小船,0,0,0,23,59,9
10205,北部航務中心,小船,23,8,2,198,730,136
10206,南部航務中心,小船,11,1,9,165,572,217
10206,南部航務中心,拖駁船,0,0,0,1086,2819,6
10206,北部航務中心,小船,30,7,6,149,516,124
10207,北部航務中心,漁船,83,25,1,1792,4575,42
10207,中部航務中心,輪船,0,0,0,12,41,1
10207,中部航務中心,拖駁船,0,0,0,98,328,1
10208,東部航務中心,拖駁船,0,0,0,98,329,1
10208,北部航務中心,輪船,0,0,0,2823,6732,2
10208,北部航務中心,漁船,245,84,4,2375,6973,40
10209,南部航務中心,輪船,0,0,0,856,2182,7
10209,北部航務中心,小船,28,8,4,82,298,78
10209,中部航務中心,輪船,0,0,0,254,850,2
10209,中部航務中心,小船,0,0,0,12,45,8
10210,南部航務中心,漁船,1626,498,3,12924,33239,131
10211,南部航務中心,其他,0,0,0,1697,4206,20
10211,中部航務中心,漁船,0,0,0,45,156,4
10301,北部航務中心,小船,11,2,2,26,119,29
10304,東部航務中心,其他,0,0,0,761,2537,2
10304,南部航務中心,漁船,340,138,2,7593,18816,101
10304,北部航務中心,漁船,69,20,1,1454,4420,49
10304,中部航務中心,漁船,0,0,0,206,675,8
10305,南部航務中心,拖駁船,0,0,0,226,758,3
10306,中部航務中心,其他,0,0,0,416,1393,4
10307,中部航務中心,輪船,0,0,0,692,1304,3
10308,東部航務中心,漁船,0,0,0,165,447,12
10308,南部航務中心,拖駁船,0,0,0,580,2030,9
10308,北部航務中心,輪船,0,0,0,2000,6014,2
10309,北部航務中心,小船,3,0,3,85,272,39
10310,北部航務中心,漁船,0,0,0,740,2277,30
10310,中部航務中心,小船,0,0,0,91,205,32
10311,南部航務中心,輪船,290,104,1,2974,4959,9
10311,北部航務中心,拖駁船,0,0,0,101,336,1
10312,東部航務中心,其他,0,0,0,9,30,1
10312,北部航務中心,小船,17,4,2,60,248,54
10401,中部航務中心,輪船,0,0,0,997,2806,3
10402,南部航務中心,漁船,24,8,1,4826,12053,107
10402,南部航務中心,其他,173,51,1,1307,4325,10
10402,北部航務中心,漁船,28,12,1,797,2506,25
10403,東部航務中心,小船,4,1,1,82,251,37
10403,東部航務中心,漁船,0,0,0,33,111,4
10403,中部航務中心,輪船,0,0,0,2511,6419,7
10404,北部航務中心,輪船,0,0,0,256,709,5
10404,中部航務中心,其他,0,0,0,303,1015,4
10405,南部航務中心,拖駁船,0,0,0,90,302,1
10405,中部航務中心,小船,1,0,1,112,322,76
10406,東部航務中心,漁船,0,0,0,124,342,9
10406,北部航務中心,小船,16,4,3,188,676,152
10407,南部航務中心,其他,2013,603,1,3999,13249,22
10407,北部航務中心,漁船,392,124,4,1270,3730,43
10407,中部航務中心,輪船,0,0,0,587,1902,5
10407,中部航務中心,漁船,0,0,0,217,681,10
10407,中部航務中心,其他,0,0,0,470,1053,2
10408,南部航務中心,漁船,3250,1168,7,8950,22886,113
10408,中部航務中心,其他,0,0,0,295,687,3
10410,東部航務中心,小船,17,5,1,89,234,22
10410,東部航務中心,其他,0,0,0,9,30,1
10410,南部航務中心,輪船,0,0,0,3711,9306,14
10410,南部航務中心,拖駁船,0,0,0,727,2519,8
10410,北部航務中心,輪船,0,0,0,4365,10402,5
10411,南部航務中心,其他,0,0,0,1824,6076,12
10411,中部航務中心,漁船,0,0,0,160,445,10
10412,東部航務中心,拖駁船,0,0,0,106,354,1
10412,中部航務中心,其他,0,0,0,368,1232,4
10501,中部航務中心,漁船,28,8,1,8,28,1
10502,南部航務中心,小船,49,10,13,78,275,81
10502,北部航務中心,其他,0,0,0,174,583,3
10503,東部航務中心,小船,0,0,0,44,139,19
10503,東部航務中心,漁船,0,0,0,104,293,7
10503,南部航務中心,拖駁船,38,11,1,724,2430,11
10503,北部航務中心,輪船,0,0,0,2916,5508,4
10504,東部航務中心,漁船,0,0,0,31,107,3
10504,東部航務中心,其他,0,0,0,185,616,2
10504,北部航務中心,小船,0,0,0,45,184,34
10504,中部航務中心,拖駁船,0,0,0,106,354,1
10505,中部航務中心,輪船,0,0,0,1225,3664,9
10505,中部航務中心,其他,354,106,1,106,354,1
10506,東部航務中心,漁船,0,0,0,17,58,2
10506,東部航務中心,拖駁船,0,0,0,227,758,2
10507,北部航務中心,輪船,0,0,0,8886,19063,2
10507,中部航務中心,其他,0,0,0,1226,3584,9
10508,東部航務中心,拖駁船,0,0,0,83,277,1
10508,中部航務中心,輪船,0,0,0,609,1890,4
10509,東部航務中心,小船,0,0,0,8,33,4
10510,南部航務中心,小船,56,12,17,171,556,91
10511,南部航務中心,漁船,1450,510,5,4401,12006,87
10511,北部航務中心,漁船,48,14,1,937,3063,24
10511,北部航務中心,其他,0,0,0,273,912,3
10511,中部航務中心,輪船,0,0,0,120,306,3
10511,中部航務中心,漁船,0,0,0,234,601,12
10512,東部航務中心,其他,0,0,0,9,30,1
10601,東部航務中心,輪船,0,0,0,1615,5329,2
10601,東部航務中心,漁船,0,0,0,22,76,2
10601,北部航務中心,其他,0,0,0,597,1992,4
10601,中部航務中心,拖駁船,0,0,0,81,272,1
10602,北部航務中心,輪船,0,0,0,12583,27072,1
10603,東部航務中心,漁船,0,0,0,80,228,6
10603,南部航務中心,漁船,0,0,0,9356,24240,136
10603,北部航務中心,小船,1,0,1,114,435,93
10603,北部航務中心,其他,0,0,0,1105,3353,5
10603,中部航務中心,其他,0,0,0,909,2783,5
10604,南部航務中心,其他,429,128,1,4215,12349,19
10604,北部航務中心,輪船,0,0,0,163,463,3
10605,東部航務中心,漁船,0,0,0,39,135,3
10605,中部航務中心,輪船,0,0,0,24,82,2
10606,東部航務中心,小船,0,0,0,44,119,14
10606,東部航務中心,漁船,0,0,0,18,63,2
10606,北部航務中心,輪船,0,0,0,2735,7223,4
10606,北部航務中心,小船,0,0,0,150,533,104
10606,北部航務中心,拖駁船,0,0,0,294,1007,4
10607,北部航務中心,輪船,0,0,0,21552,48204,5
10607,北部航務中心,小船,0,0,0,117,460,116
10607,北部航務中心,漁船,0,0,0,885,2844,34
10607,中部航務中心,小船,0,0,0,120,301,51
10607,中部航務中心,漁船,0,0,0,165,520,8
10608,南部航務中心,拖駁船,0,0,0,1214,3965,7
10608,北部航務中心,漁船,42,12,1,1113,3512,39
10608,中部航務中心,其他,0,0,0,1304,4366,8
10609,東部航務中心,小船,0,0,0,23,74,8
10609,南部航務中心,拖駁船,0,0,0,600,1772,6
10609,北部航務中心,拖駁船,0,0,0,13,45,1
10609,北部航務中心,其他,0,0,0,391,1307,8
10609,中部航務中心,拖駁船,0,0,0,32,109,2
10610,東部航務中心,拖駁船,0,0,0,187,624,2
10610,南部航務中心,輪船,1992,597,1,2319,7260,17
10610,中部航務中心,拖駁船,0,0,0,137,425,2
10611,中部航務中心,小船,0,0,0,83,216,55
10611,中部航務中心,漁船,0,0,0,89,266,4
10611,中部航務中心,拖駁船,0,0,0,147,490,1
10612,南部航務中心,漁船,817,262,3,25276,56307,132
10702,北部航務中心,其他,0,0,0,77,259,3
10702,中部航務中心,漁船,0,0,0,75,192,5
10703,東部航務中心,漁船,0,0,0,98,287,8
10703,中部航務中心,小船,0,0,0,119,288,51
10704,北部航務中心,漁船,0,0,0,1129,3634,50
10705,東部航務中心,小船,7,2,1,23,81,11
10705,北部航務中心,輪船,0,0,0,56066,93476,6
10705,中部航務中心,其他,0,0,0,2033,5513,3
10706,南部航務中心,輪船,2977,892,2,8255,22107,16
10706,北部航務中心,小船,0,0,0,96,348,51
10707,南部航務中心,拖駁船,0,0,0,638,2185,7
10707,南部航務中心,其他,0,0,0,2377,7624,15
10708,東部航務中心,拖駁船,0,0,0,104,347,1
10708,南部航務中心,輪船,0,0,0,1020,2655,2
10708,北部航務中心,輪船,0,0,0,1614,4056,3
10708,北部航務中心,小船,0,0,0,45,170,30
10709,北部航務中心,輪船,0,0,0,1604,5313,2
10710,東部航務中心,小船,0,0,0,17,71,10
10003,東部航務中心,其他,0,0,0,29,99,1
10004,南部航務中心,拖駁船,0,0,0,398,1333,5
10004,南部航務中心,其他,5167,1550,3,2871,9141,20
10006,北部航務中心,漁船,88,26,2,1462,4839,42
10007,東部航務中心,小船,0,0,0,33,67,24
10007,東部航務中心,漁船,0,0,0,59,133,4
10008,中部航務中心,其他,0,0,0,21,72,1
10009,南部航務中心,小船,29,5,11,137,523,159
10009,南部航務中心,其他,0,0,0,1758,3812,18
10009,北部航務中心,輪船,0,0,0,2660,6920,4
10009,中部航務中心,拖駁船,0,0,0,98,328,1
10010,南部航務中心,漁船,0,0,0,5916,15044,99
10010,南部航務中心,其他,0,0,0,831,2469,15
10010,中部航務中心,小船,0,0,0,16,72,29
10011,南部航務中心,漁船,1175,552,4,7555,18180,87
10011,中部航務中心,漁船,0,0,0,70,235,3
10101,東部航務中心,小船,0,0,0,1,5,1
10101,東部航務中心,漁船,0,0,0,15,51,2
10101,南部航務中心,輪船,99,33,1,3303,9760,15
10101,南部航務中心,其他,0,0,0,1783,5964,17
10103,東部航務中心,其他,0,0,0,29,99,1
10103,中部航務中心,輪船,0,0,0,240,801,1
10103,中部航務中心,漁船,0,0,0,26,91,2
10104,中部航務中心,拖駁船,0,0,0,106,354,1
10106,東部航務中心,拖駁船,0,0,0,98,329,1
10106,南部航務中心,漁船,5123,1787,5,9040,21854,97
10106,南部航務中心,其他,174,52,1,1146,3297,13
10106,北部航務中心,輪船,0,0,0,1343,2524,5
10106,北部航務中心,漁船,244,73,4,1097,3247,42
10107,東部航務中心,小船,0,0,0,18,50,6
10107,南部航務中心,拖駁船,0,0,0,562,1759,7
10107,北部航務中心,小船,0,0,0,20,76,23
10107,中部航務中心,小船,0,0,0,0,0,1
10108,南部航務中心,漁船,3117,980,4,6409,16580,93
10108,南部航務中心,其他,174,52,1,938,2323,17
10108,中部航務中心,拖駁船,0,0,0,338,1129,3
10109,南部航務中心,輪船,0,0,0,7283,19178,17
10109,南部航務中心,漁船,1484,492,2,5809,14378,90
10109,北部航務中心,小船,15,4,1,53,205,27
10109,中部航務中心,漁船,0,0,0,206,581,9
10110,東部航務中心,漁船,0,0,0,37,107,3
10110,南部航務中心,小船,31,5,11,90,323,71
10110,中部航務中心,其他,0,0,0,642,2149,6
10111,南部航務中心,漁船,4612,1644,7,8074,21090,129
10111,南部航務中心,其他,62,18,1,1010,2319,14
10111,北部航務中心,輪船,0,0,0,2263,7504,5
10111,北部航務中心,其他,0,0,0,913,3045,7
10112,東部航務中心,拖駁船,0,0,0,323,1077,3
10201,南部航務中心,其他,141,42,1,2760,8005,18
10202,中部航務中心,漁船,0,0,0,110,372,4
10202,中部航務中心,其他,0,0,0,297,990,1
10203,東部航務中心,漁船,0,0,0,80,277,7
10203,中部航務中心,漁船,0,0,0,113,384,6
10204,南部航務中心,小船,80,21,10,162,635,153
10204,北部航務中心,小船,35,10,4,71,304,85
10204,中部航務中心,其他,0,0,0,97,326,1
10205,東部航務中心,輪船,0,0,0,252,577,2
10205,東部航務中心,小船,0,0,0,25,79,6
10205,東部航務中心,漁船,0,0,0,60,123,4
10205,北部航務中心,其他,0,0,0,33,111,2
10205,中部航務中心,其他,437,131,1,395,1323,3
10207,東部航務中心,小船,5,1,1,46,120,29
10207,東部航務中心,拖駁船,0,0,0,104,347,1
10207,北部航務中心,拖駁船,0,0,0,173,576,2
10207,中部航務中心,小船,0,0,0,9,41,16
10209,北部航務中心,漁船,123,56,2,639,1883,25
10209,中部航務中心,漁船,0,0,0,110,324,6
10210,東部航務中心,拖駁船,0,0,0,39,130,1
10210,南部航務中心,拖駁船,498,149,1,402,1445,4
10210,中部航務中心,漁船,0,0,0,145,401,8
10211,中部航務中心,輪船,0,0,0,813,2712,2
10212,南部航務中心,其他,0,0,0,1577,4538,16
10212,北部航務中心,小船,32,8,5,77,294,45
10212,中部航務中心,漁船,0,0,0,128,365,7
10301,東部航務中心,漁船,0,0,0,38,91,3
10301,北部航務中心,其他,0,0,0,338,1127,5
10301,中部航務中心,漁船,0,0,0,1438,3035,3
10303,東部航務中心,漁船,0,0,0,90,244,6
10303,南部航務中心,小船,33,10,11,64,257,86
10303,南部航務中心,拖駁船,0,0,0,362,1215,6
10304,東部航務中心,漁船,0,0,0,41,124,4
10304,南部航務中心,其他,607,181,2,2256,6516,21
10304,北部航務中心,小船,14,4,3,49,170,23
10306,東部航務中心,其他,0,0,0,14,47,1
10306,北部航務中心,輪船,0,0,0,73,198,3
10306,北部航務中心,其他,0,0,0,497,1333,6
10307,北部航務中心,輪船,0,0,0,2000,6014,2
10307,北部航務中心,其他,0,0,0,154,515,8
10307,中部航務中心,小船,0,0,0,74,216,18
10308,東部航務中心,其他,0,0,0,253,845,1
10308,南部航務中心,漁船,642,264,2,8357,22690,122
10308,中部航務中心,輪船,0,0,0,2724,5752,8
10309,南部航務中心,拖駁船,72,21,1,513,1660,7
10310,北部航務中心,輪船,0,0,0,29,96,1
10310,北部航務中心,小船,19,5,1,71,260,50
10311,東部航務中心,小船,0,0,0,2,11,3
10311,北部航務中心,輪船,0,0,0,520,1698,3
10311,北部航務中心,其他,0,0,0,777,2598,10
10311,中部航務中心,拖駁船,0,0,0,423,1421,4
10312,東部航務中心,小船,0,0,0,19,61,8
10312,南部航務中心,漁船,963,351,3,22177,50787,118
10402,東部航務中心,漁船,0,0,0,58,159,5
10402,南部航務中心,小船,11,1,7,127,362,107
10402,北部航務中心,輪船,0,0,0,15041,37131,5
10402,中部航務中心,輪船,0,0,0,968,2599,4
10403,北部航務中心,漁船,0,0,0,889,2959,41
10403,中部航務中心,拖駁船,0,0,0,232,774,2
10404,北部航務中心,漁船,0,0,0,824,2552,31
10404,中部航務中心,輪船,0,0,0,1230,3748,9
10405,東部航務中心,漁船,0,0,0,17,58,2
10405,東部航務中心,其他,0,0,0,9,30,1
10405,南部航務中心,漁船,1337,615,3,8980,21877,125
10405,北部航務中心,漁船,143,42,2,1234,3771,49
10407,東部航務中心,漁船,0,0,0,83,203,6
10408,東部航務中心,輪船,0,0,0,13,43,1
10408,南部航務中心,其他,4571,1371,1,2421,6655,11
10408,中部航務中心,小船,0,0,0,122,316,57
10409,北部航務中心,漁船,39,11,1,1007,3172,29
10409,北部航務中心,其他,0,0,0,96,322,5
10410,北部航務中心,拖駁船,0,0,0,101,336,1
10410,中部航務中心,漁船,28,8,1,189,613,10
10412,南部航務中心,小船,62,18,19,239,745,183
10412,南部航務中心,拖駁船,0,0,0,720,2273,6
10412,中部航務中心,輪船,0,0,0,189,633,2
10501,東部航務中心,漁船,0,0,0,9,31,1
10501,南部航務中心,漁船,2355,730,5,14832,35128,111
10502,東部航務中心,其他,0,0,0,297,990,1
10503,中部航務中心,漁船,0,0,0,64,215,2
10504,南部航務中心,其他,0,0,0,2778,9270,17
10505,東部航務中心,漁船,0,0,0,60,157,4
10505,東部航務中心,其他,0,0,0,176,586,1
10505,南部航務中心,小船,50,15,10,196,575,93
10505,北部航務中心,小船,0,0,0,89,273,37
10506,南部航務中心,漁船,329,97,3,14393,34059,162
10507,東部航務中心,漁船,0,0,0,73,145,4
10507,南部航務中心,漁船,767,247,4,6507,17034,134
10507,南部航務中心,其他,405,120,2,2218,6710,16
10507,北部航務中心,漁船,117,34,2,1644,4883,43
10508,東部航務中心,輪船,0,0,0,13,43,1
10508,南部航務中心,輪船,525,157,2,4188,9663,14
10508,南部航務中心,漁船,309,94,2,9073,23438,144
10508,北部航務中心,拖駁船,0,0,0,180,600,2
10508,中部航務中心,漁船,0,0,0,160,523,9
10509,南部航務中心,其他,0,0,0,498,1331,11
10509,北部航務中心,小船,0,0,0,58,161,23
10510,南部航務中心,拖駁船,0,0,0,1570,5147,8
10510,北部航務中心,小船,23,5,3,70,257,42
10510,中部航務中心,拖駁船,0,0,0,225,752,3
10511,東部航務中心,拖駁船,0,0,0,106,354,1
10511,南部航務中心,其他,133,39,1,2109,5762,20
10512,南部航務中心,輪船,0,0,0,2971,7712,20
10512,北部航務中心,其他,0,0,0,548,1833,14
10604,東部航務中心,小船,0,0,0,43,139,11
10604,南部航務中心,輪船,1997,1106,1,6629,16436,15
10604,中部航務中心,輪船,0,0,0,2989,5058,4
10604,中部航務中心,小船,0,0,0,64,203,52
10604,中部航務中心,其他,0,0,0,171,571,2
10605,南部航務中心,小船,10,0,12,230,613,145
10605,南部航務中心,拖駁船,467,140,1,349,1168,3
10605,北部航務中心,漁船,66,19,1,1171,3558,48
10606,南部航務中心,輪船,0,0,0,3825,11239,12
10606,南部航務中心,其他,2456,736,2,4577,13442,20
10607,南部航務中心,漁船,49,14,1,15845,35459,135
10607,南部航務中心,拖駁船,0,0,0,401,1338,5
10608,南部航務中心,輪船,0,0,0,1701,5136,7
10608,南部航務中心,其他,0,0,0,1180,3846,12
10609,東部航務中心,漁船,0,0,0,89,248,8
10609,北部航務中心,小船,0,0,0,105,373,83
10609,中部航務中心,小船,0,0,0,71,208,53
10609,中部航務中心,漁船,0,0,0,92,257,6
10609,中部航務中心,其他,0,0,0,320,1075,5
10611,東部航務中心,小船,0,0,0,42,119,12
10611,南部航務中心,輪船,0,0,0,6263,17094,14
10611,南部航務中心,拖駁船,0,0,0,451,1512,6
10611,南部航務中心,其他,0,0,0,2000,5788,21
10612,東部航務中心,輪船,0,0,0,2826,8424,2
10612,中部航務中心,小船,0,0,0,95,224,44
10612,中部航務中心,拖駁船,0,0,0,59,199,1
10701,北部航務中心,輪船,195,68,1,8075,18540,3
10701,北部航務中心,漁船,41,18,1,1079,2904,29
10701,中部航務中心,小船,0,0,0,204,426,51
10701,中部航務中心,漁船,0,0,0,105,346,5
10702,南部航務中心,小船,79,25,10,79,248,57
10702,南部航務中心,拖駁船,0,0,0,367,1226,4
10703,東部航務中心,輪船,0,0,0,1495,4982,1
10703,南部航務中心,小船,87,25,17,196,617,112
10703,南部航務中心,拖駁船,0,0,0,809,2710,10
10703,北部航務中心,拖駁船,0,0,0,390,1305,4
10704,中部航務中心,輪船,0,0,0,3751,6068,5
10705,南部航務中心,漁船,3167,1155,7,8129,20679,102
10705,北部航務中心,其他,0,0,0,261,877,9
10706,南部航務中心,漁船,545,189,5,6316,15312,84
10706,北部航務中心,漁船,0,0,0,1504,4831,57
10706,北部航務中心,其他,0,0,0,578,1597,5
10706,中部航務中心,漁船,0,0,0,471,1486,22
10707,東部航務中心,拖駁船,0,0,0,98,329,1
10707,北部航務中心,拖駁船,0,0,0,117,389,1
10708,南部航務中心,其他,0,0,0,1394,4574,14
10708,中部航務中心,小船,0,0,0,135,288,26
10709,北部航務中心,拖駁船,0,0,0,180,600,2
10001,東部航務中心,拖駁船,0,0,0,120,400,1
10001,東部航務中心,其他,0,0,0,29,97,1
10001,南部航務中心,漁船,589,212,3,5095,10922,87
10001,北部航務中心,小船,29,7,5,46,185,60
10001,北部航務中心,其他,0,0,0,25,85,2
10002,東部航務中心,輪船,0,0,0,160,476,1
10002,南部航務中心,小船,12,2,3,59,242,74
10002,北部航務中心,輪船,0,0,0,196,584,2
10003,南部航務中心,輪船,198,71,1,4433,11414,21
10003,北部航務中心,漁船,277,82,4,851,2427,36
10003,北部航務中心,其他,0,0,0,664,779,5
10004,東部航務中心,漁船,0,0,0,14,49,1
10004,南部航務中心,小船,73,20,7,190,625,135
10004,中部航務中心,輪船,0,0,0,20,36,1
10004,中部航務中心,小船,0,0,0,20,82,19
10004,中部航務中心,拖駁船,0,0,0,39,130,1
10005,東部航務中心,漁船,0,0,0,18,63,2
10006,東部航務中心,其他,0,0,0,253,845,1
10006,南部航務中心,漁船,1096,623,2,12301,28485,119
10006,北部航務中心,小船,3,0,2,116,469,142
10007,中部航務中心,輪船,0,0,0,27,92,1
10007,中部航務中心,其他,0,0,0,91,253,1
10008,東部航務中心,漁船,0,0,0,103,262,8
10008,北部航務中心,輪船,0,0,0,489,975,1
10008,北部航務中心,小船,0,0,0,123,487,108
10008,北部航務中心,漁船,133,39,3,1399,3922,37
10008,中部航務中心,漁船,0,0,0,283,847,13
10009,南部航務中心,漁船,597,191,4,7104,17664,111
10009,中部航務中心,小船,0,0,0,4,20,8
10010,東部航務中心,漁船,0,0,0,33,114,3
10010,北部航務中心,小船,0,0,0,115,414,98
10010,北部航務中心,漁船,0,0,0,1263,3694,32
10010,北部航務中心,拖駁船,0,0,0,186,649,2
10010,中部航務中心,其他,0,0,0,109,364,2
10011,南部航務中心,拖駁船,0,0,0,455,1523,6
10011,北部航務中心,小船,0,0,0,91,347,76
10011,北部航務中心,其他,0,0,0,391,1304,7
10012,中部航務中心,漁船,0,0,0,211,659,12
10101,東部航務中心,輪船,0,0,0,148,428,1
10101,北部航務中心,其他,0,0,0,260,537,2
10101,中部航務中心,小船,0,0,0,0,0,1
10102,南部航務中心,輪船,1513,453,1,3547,9503,13
10102,北部航務中心,輪船,0,0,0,2446,4961,3
10102,中部航務中心,小船,0,0,0,1,5,3
10103,南部航務中心,輪船,43,12,1,4853,13222,26
10104,東部航務中心,其他,0,0,0,176,586,1
10104,南部航務中心,拖駁船,0,0,0,347,998,5
10105,東部航務中心,漁船,0,0,0,59,166,4
10105,南部航務中心,其他,454,136,1,3139,9325,20
10105,北部航務中心,漁船,192,57,4,1139,3425,53
10107,中部航務中心,拖駁船,0,0,0,134,451,3
10108,東部航務中心,輪船,0,0,0,288,832,2
10108,北部航務中心,漁船,263,79,3,1612,4677,41
10108,中部航務中心,輪船,0,0,0,103,302,6
10108,中部航務中心,小船,0,0,0,0,2,2
10109,北部航務中心,其他,0,0,0,326,758,6
10109,中部航務中心,其他,0,0,0,264,886,2
10110,北部航務中心,輪船,0,0,0,29,96,1
10110,中部航務中心,輪船,0,0,0,69,233,1
10110,中部航務中心,小船,0,0,0,6,27,7
10112,南部航務中心,其他,0,0,0,1769,5890,17
10112,北部航務中心,漁船,147,42,3,597,1866,20
10112,中部航務中心,小船,0,0,0,5,24,5
10004,東部航務中心,輪船,0,0,0,49,114,1
10104,東部航務中心,輪船,0,0,0,49,114,1
10110,東部航務中心,輪船,0,0,0,56,149,1
10212,東部航務中心,輪船,0,0,0,2870,8562,2
10301,東部航務中心,輪船,0,0,0,99,270,1
10305,東部航務中心,輪船,0,0,0,160,476,1
10308,東部航務中心,輪船,0,0,0,473,1398,3
10309,東部航務中心,輪船,0,0,0,160,476,1
10310,東部航務中心,輪船,0,0,0,153,446,1
10312,東部航務中心,輪船,0,0,0,153,446,1
10401,東部航務中心,輪船,0,0,0,13,43,1
10403,東部航務中心,輪船,0,0,0,2433,3968,1
10406,東部航務中心,輪船,0,0,0,153,446,1
10407,東部航務中心,輪船,0,0,0,112,331,1
10411,東部航務中心,輪船,0,0,0,2924,8697,3
10412,東部航務中心,輪船,0,0,0,104,290,1
10501,東部航務中心,輪船,0,0,0,104,290,1
10502,東部航務中心,輪船,0,0,0,1511,5039,1
10503,東部航務中心,輪船,0,0,0,1511,5039,1
10507,東部航務中心,輪船,0,0,0,2433,3968,1
10512,東部航務中心,輪船,0,0,0,112,331,1
10603,東部航務中心,輪船,0,0,0,3928,8950,2
10605,東部航務中心,輪船,0,0,0,35,99,1
10608,東部航務中心,輪船,0,0,0,125,374,2
10702,東部航務中心,輪船,0,0,0,112,331,1
10708,東部航務中心,輪船,0,0,0,13,43,1
10808,東部航務中心,輪船,0,0,0,13,43,1
10909,東部航務中心,輪船,0,0,0,13,43,1
10001,南部航務中心,輪船,0,0,0,3912,11573,19
10004,南部航務中心,輪船,0,0,0,2913,7374,14
10008,南部航務中心,輪船,0,0,0,6076,15676,19
10009,南部航務中心,輪船,0,0,0,1807,4173,14
10104,南部航務中心,輪船,0,0,0,4093,10550,15
10105,南部航務中心,輪船,0,0,0,1830,4687,13
10106,南部航務中心,輪船,0,0,0,1364,3868,11
10108,南部航務中心,輪船,0,0,0,2949,6928,11
10110,南部航務中心,輪船,0,0,0,3474,9489,12
10111,南部航務中心,輪船,0,0,0,2082,4882,14
10203,南部航務中心,輪船,0,0,0,4941,13817,21
10205,南部航務中心,輪船,0,0,0,5714,13317,19
10206,南部航務中心,輪船,0,0,0,8405,21740,19
10207,南部航務中心,輪船,0,0,0,2580,7247,20
10208,南部航務中心,輪船,0,0,0,1883,4722,11
10211,南部航務中心,輪船,0,0,0,3808,9771,14
10212,南部航務中心,輪船,0,0,0,2820,7447,19
10303,南部航務中心,輪船,0,0,0,5049,13085,19
10304,南部航務中心,輪船,0,0,0,4708,12000,12
10306,南部航務中心,輪船,0,0,0,5739,16315,18
10307,南部航務中心,輪船,0,0,0,2976,5533,14
10308,南部航務中心,輪船,0,0,0,2434,6782,11
10309,南部航務中心,輪船,0,0,0,2369,6929,9
10401,南部航務中心,輪船,0,0,0,2752,7779,15
10402,南部航務中心,輪船,0,0,0,2331,5712,16
10403,南部航務中心,輪船,0,0,0,4117,11250,17
10404,南部航務中心,輪船,0,0,0,2678,7143,8
10405,南部航務中心,輪船,0,0,0,5642,14389,14
10407,南部航務中心,輪船,0,0,0,3236,7837,16
10408,南部航務中心,輪船,0,0,0,4568,11543,13
