時間(年月),海域位置,港口位置,港口名稱,船籍別,船舶用途名稱,船難類別,發生次數
10504,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,2
10504,其他,其他,其他,國輪,漁船,兩船碰撞,1
10504,其他,其他,其他,外輪,漁船,非常變故,5
10504,其他,其他,其他,外輪,漁船,機器故障,1
10504,我國海域,港區內,基隆港,外輪,其他,兩船碰撞,1
10505,其他,其他,其他,國輪,商船,其他,4
10505,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10505,其他,其他,其他,國輪,商船,失火,1
10505,其他,其他,其他,國輪,商船,機器故障,1
10505,其他,其他,其他,國輪,商船,其他,1
10505,其他,其他,其他,國輪,商船,其他,1
10505,其他,其他,其他,國輪,商船,機器故障,1
10505,其他,其他,其他,國輪,商船,其他,1
10505,我國海域,港區內,花蓮港,國輪,漁船,兩船碰撞,1
10505,我國海域,港區內,臺中港,國輪,漁船,兩船碰撞,1
10505,我國海域,港區內,臺中港,外輪,漁船,其他,1
10505,其他,其他,其他,國輪,漁船,觸礁或擱淺,1
10505,其他,其他,其他,國輪,漁船,機器故障,1
10505,其他,其他,其他,外輪,漁船,兩船碰撞,1
10505,其他,其他,其他,外輪,漁船,非常變故,5
10505,我國海域,港區內,高雄港,國輪,其他,兩船碰撞,2
10506,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10506,其他,其他,其他,國輪,商船,機器故障,1
10506,其他,其他,其他,國輪,商船,其他,1
10506,我國海域,港區內,安平港,外輪,漁船,觸礁或擱淺,1
10506,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,1
10506,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,2
10506,我國海域,港區內,臺中港,外輪,漁船,其他,1
10506,其他,其他,其他,外輪,漁船,兩船碰撞,2
