時間,國內/國外,地區別,臺灣港口,船種,載貨噸數
106年11月,國外,土耳其,基隆港,貨櫃輪,837
106年11月,國外,歐洲其他,基隆港,貨櫃輪,298
106年11月,國外,烏克蘭,基隆港,貨櫃輪,55
106年11月,國外,美國,基隆港,貨櫃輪,36107
106年11月,國外,越南,基隆港,貨櫃輪,15545
106年11月,國外,葉門,基隆港,貨櫃輪,9
106年11月,國外,南非,基隆港,貨櫃輪,2303
106年11月,國內,花蓮港,基隆港,油輪,13930
106年11月,國內,馬祖港,基隆港,油輪,553
106年11月,國內,馬祖港,基隆港,乾貨輪,3680
106年11月,國內,環島其他,基隆港,乾貨輪,672
106年11月,國外,日本,基隆港,乾貨輪,82
106年11月,國外,巴西,基隆港,其他專用貨船,82
106年11月,國外,韓國,基隆港,其他專用貨船,17
106年12月,國外,中國大陸,基隆港,客貨輪,1748
106年12月,國外,亞洲其他,基隆港,貨櫃輪,1113
106年12月,國外,阿拉伯聯合大公國,基隆港,貨櫃輪,94
106年12月,國外,阿根廷,基隆港,貨櫃輪,1196
106年12月,國外,澳洲,基隆港,貨櫃輪,579
106年12月,國外,孟加拉,基隆港,貨櫃輪,1187
106年12月,國外,比利時,基隆港,貨櫃輪,24
106年12月,國外,巴林,基隆港,貨櫃輪,41
106年12月,國外,百慕達,基隆港,貨櫃輪,14
106年12月,國外,汶萊,基隆港,貨櫃輪,141
106年12月,國外,巴西,基隆港,貨櫃輪,2583
106年12月,國外,中美洲其他,基隆港,貨櫃輪,3840
106年12月,國外,加拿大,基隆港,貨櫃輪,535
106年12月,國外,瑞士,基隆港,貨櫃輪,6
106年12月,國外,象牙海岸,基隆港,貨櫃輪,72
106年12月,國外,智利,基隆港,貨櫃輪,2000
106年12月,國外,中國大陸,基隆港,貨櫃輪,135327
106年12月,國外,德國,基隆港,貨櫃輪,44
106年12月,國外,多明尼加,基隆港,貨櫃輪,118
106年12月,國外,愛沙尼亞,基隆港,貨櫃輪,22
106年12月,國外,埃及,基隆港,貨櫃輪,36
106年12月,國外,西班牙,基隆港,貨櫃輪,111
106年12月,國外,非洲其他,基隆港,貨櫃輪,1100
106年12月,國外,法國,基隆港,貨櫃輪,106
106年12月,國外,英國,基隆港,貨櫃輪,41
106年12月,國外,香港,基隆港,貨櫃輪,13604
106年12月,國外,印尼,基隆港,貨櫃輪,733
106年12月,國外,印度,基隆港,貨櫃輪,1911
106年12月,國外,伊朗,基隆港,貨櫃輪,111
106年12月,國外,義大利,基隆港,貨櫃輪,81
106年12月,國外,日本,基隆港,貨櫃輪,27647
106年12月,國外,高棉,基隆港,貨櫃輪,3217
106年12月,國外,韓國,基隆港,貨櫃輪,8676
106年12月,國外,寮國,基隆港,貨櫃輪,2
106年12月,國外,斯里蘭卡,基隆港,貨櫃輪,7
106年12月,國外,馬紹爾群島,基隆港,貨櫃輪,57
106年12月,國外,緬甸,基隆港,貨櫃輪,222
106年12月,國外,墨西哥,基隆港,貨櫃輪,2183
106年12月,國外,馬來西亞,基隆港,貨櫃輪,751
106年12月,國外,奈及利亞,基隆港,貨櫃輪,1856
106年12月,國外,荷蘭,基隆港,貨櫃輪,12
106年12月,國外,紐西蘭,基隆港,貨櫃輪,2144
106年12月,國外,大洋洲其他,基隆港,貨櫃輪,388
106年12月,國外,巴拿馬,基隆港,貨櫃輪,329
106年12月,國外,秘魯,基隆港,貨櫃輪,2279
106年12月,國外,菲律賓,基隆港,貨櫃輪,336
106年12月,國外,巴基斯坦,基隆港,貨櫃輪,1686
106年12月,國外,波多黎各,基隆港,貨櫃輪,105
106年12月,國外,卡達,基隆港,貨櫃輪,32
106年12月,國外,俄羅斯,基隆港,貨櫃輪,205
106年12月,國外,南美洲其他,基隆港,貨櫃輪,1010
106年12月,國外,沙烏地阿拉伯,基隆港,貨櫃輪,389
106年12月,國外,新加坡,基隆港,貨櫃輪,1183
106年12月,國外,敘利亞,基隆港,貨櫃輪,16
106年12月,國外,泰國,基隆港,貨櫃輪,13359
106年12月,國外,土耳其,基隆港,貨櫃輪,1211
106年12月,國外,歐洲其他,基隆港,貨櫃輪,356
106年12月,國外,烏克蘭,基隆港,貨櫃輪,11
106年12月,國外,美國,基隆港,貨櫃輪,20449
106年12月,國外,越南,基隆港,貨櫃輪,16603
106年12月,國外,葉門,基隆港,貨櫃輪,25
106年12月,國外,南非,基隆港,貨櫃輪,1745
106年12月,國內,高雄港,基隆港,油輪,18989
106年12月,國內,蘇澳港,基隆港,油輪,42970
106年12月,國內,馬祖港,基隆港,乾貨輪,3868
106年12月,國外,大洋洲其他,基隆港,乾貨輪,32
106年12月,國外,非洲其他,基隆港,其他專用貨船,62
106年12月,國外,韓國,基隆港,其他專用貨船,349
107年01月,國外,中國大陸,基隆港,客貨輪,2616
107年01月,國外,亞洲其他,基隆港,貨櫃輪,939
107年01月,國外,阿拉伯聯合大公國,基隆港,貨櫃輪,380
107年01月,國外,阿根廷,基隆港,貨櫃輪,873
107年01月,國外,澳洲,基隆港,貨櫃輪,879
107年01月,國外,孟加拉,基隆港,貨櫃輪,1609
107年01月,國外,比利時,基隆港,貨櫃輪,49
107年01月,國外,汶萊,基隆港,貨櫃輪,40
107年01月,國外,巴西,基隆港,貨櫃輪,3231
107年01月,國外,巴哈馬,基隆港,貨櫃輪,5
107年01月,國外,中美洲其他,基隆港,貨櫃輪,2911
107年01月,國外,加拿大,基隆港,貨櫃輪,65
107年01月,國外,瑞士,基隆港,貨櫃輪,12
107年01月,國外,象牙海岸,基隆港,貨櫃輪,3
107年01月,國外,智利,基隆港,貨櫃輪,1845
107年01月,國外,中國大陸,基隆港,貨櫃輪,136814
107年01月,國外,德國,基隆港,貨櫃輪,8
107年01月,國外,多明尼加,基隆港,貨櫃輪,138
107年01月,國外,愛沙尼亞,基隆港,貨櫃輪,10
107年01月,國外,埃及,基隆港,貨櫃輪,31
107年01月,國外,西班牙,基隆港,貨櫃輪,71
107年01月,國外,非洲其他,基隆港,貨櫃輪,3234
107年01月,國外,法國,基隆港,貨櫃輪,104
107年01月,國外,英國,基隆港,貨櫃輪,22
107年01月,國外,香港,基隆港,貨櫃輪,12519
107年01月,國外,印尼,基隆港,貨櫃輪,849
107年01月,國外,印度,基隆港,貨櫃輪,2240
107年01月,國外,伊朗,基隆港,貨櫃輪,91
107年01月,國外,義大利,基隆港,貨櫃輪,139
107年01月,國外,約旦,基隆港,貨櫃輪,0
107年01月,國外,日本,基隆港,貨櫃輪,30455
107年01月,國外,高棉,基隆港,貨櫃輪,2610
107年01月,國外,韓國,基隆港,貨櫃輪,10471
107年01月,國外,科威特,基隆港,貨櫃輪,77
107年01月,國外,寮國,基隆港,貨櫃輪,1
107年01月,國外,斯里蘭卡,基隆港,貨櫃輪,48
107年01月,國外,馬紹爾群島,基隆港,貨櫃輪,7003
107年01月,國外,緬甸,基隆港,貨櫃輪,288
107年01月,國外,墨西哥,基隆港,貨櫃輪,3373
107年01月,國外,馬來西亞,基隆港,貨櫃輪,302
107年01月,國外,奈及利亞,基隆港,貨櫃輪,1288
107年01月,國外,荷蘭,基隆港,貨櫃輪,59
107年01月,國外,紐西蘭,基隆港,貨櫃輪,2016
107年01月,國外,大洋洲其他,基隆港,貨櫃輪,376
107年01月,國外,巴拿馬,基隆港,貨櫃輪,216
107年01月,國外,秘魯,基隆港,貨櫃輪,1534
107年01月,國外,菲律賓,基隆港,貨櫃輪,28
107年01月,國外,巴基斯坦,基隆港,貨櫃輪,3253
107年01月,國外,波多黎各,基隆港,貨櫃輪,74
107年01月,國外,卡達,基隆港,貨櫃輪,3
107年01月,國外,俄羅斯,基隆港,貨櫃輪,195
107年01月,國外,南美洲其他,基隆港,貨櫃輪,779
107年01月,國外,沙烏地阿拉伯,基隆港,貨櫃輪,62
107年01月,國外,瑞典,基隆港,貨櫃輪,4
107年01月,國外,新加坡,基隆港,貨櫃輪,1081
107年01月,國外,泰國,基隆港,貨櫃輪,12547
107年01月,國外,土耳其,基隆港,貨櫃輪,663
107年01月,國外,歐洲其他,基隆港,貨櫃輪,468
107年01月,國外,烏克蘭,基隆港,貨櫃輪,52
107年01月,國外,美國,基隆港,貨櫃輪,31432
107年01月,國外,委內瑞拉,基隆港,貨櫃輪,47
107年01月,國外,越南,基隆港,貨櫃輪,18083
107年01月,國外,南非,基隆港,貨櫃輪,3383
107年01月,國內,高雄港,基隆港,油輪,17888
107年01月,國內,馬祖港,基隆港,油輪,590
107年01月,國外,韓國,基隆港,油輪,18990
107年01月,國外,馬來西亞,基隆港,油輪,18000
107年01月,國內,馬祖港,基隆港,乾貨輪,3413
107年01月,國外,馬紹爾群島,基隆港,乾貨輪,12
107年01月,國外,大洋洲其他,基隆港,乾貨輪,5
107年01月,國外,巴西,基隆港,其他專用貨船,75
107年02月,國外,中國大陸,基隆港,客貨輪,1674
107年02月,國外,亞洲其他,基隆港,貨櫃輪,549
107年02月,國外,阿拉伯聯合大公國,基隆港,貨櫃輪,130
107年02月,國外,阿根廷,基隆港,貨櫃輪,1118
107年02月,國外,澳洲,基隆港,貨櫃輪,400
107年02月,國外,孟加拉,基隆港,貨櫃輪,1256
107年02月,國外,比利時,基隆港,貨櫃輪,8
107年02月,國外,百慕達,基隆港,貨櫃輪,4
107年02月,國外,汶萊,基隆港,貨櫃輪,24
107年02月,國外,巴西,基隆港,貨櫃輪,3603
107年02月,國外,中美洲其他,基隆港,貨櫃輪,3303
107年02月,國外,加拿大,基隆港,貨櫃輪,392
107年02月,國外,瑞士,基隆港,貨櫃輪,2
107年02月,國外,象牙海岸,基隆港,貨櫃輪,63
107年02月,國外,智利,基隆港,貨櫃輪,1810
107年02月,國外,中國大陸,基隆港,貨櫃輪,85144
107年02月,國外,德國,基隆港,貨櫃輪,8
107年02月,國外,多明尼加,基隆港,貨櫃輪,9
107年02月,國外,愛沙尼亞,基隆港,貨櫃輪,21
107年02月,國外,埃及,基隆港,貨櫃輪,20
107年02月,國外,西班牙,基隆港,貨櫃輪,129
107年02月,國外,非洲其他,基隆港,貨櫃輪,2666
107年02月,國外,法國,基隆港,貨櫃輪,80
107年02月,國外,英國,基隆港,貨櫃輪,12
107年02月,國外,香港,基隆港,貨櫃輪,8157
107年02月,國外,印尼,基隆港,貨櫃輪,637
107年02月,國外,印度,基隆港,貨櫃輪,826
107年02月,國外,伊朗,基隆港,貨櫃輪,13
107年02月,國外,義大利,基隆港,貨櫃輪,77
107年02月,國外,約旦,基隆港,貨櫃輪,135
107年02月,國外,日本,基隆港,貨櫃輪,28659
107年02月,國外,高棉,基隆港,貨櫃輪,1988
107年02月,國外,韓國,基隆港,貨櫃輪,9721
107年02月,國外,科威特,基隆港,貨櫃輪,62
107年02月,國外,寮國,基隆港,貨櫃輪,4
107年02月,國外,斯里蘭卡,基隆港,貨櫃輪,30
107年02月,國外,馬紹爾群島,基隆港,貨櫃輪,36
107年02月,國外,緬甸,基隆港,貨櫃輪,613
107年02月,國外,墨西哥,基隆港,貨櫃輪,2324
107年02月,國外,馬來西亞,基隆港,貨櫃輪,320
107年02月,國外,奈及利亞,基隆港,貨櫃輪,1214
107年02月,國外,荷蘭,基隆港,貨櫃輪,71
107年02月,國外,紐西蘭,基隆港,貨櫃輪,1363
107年02月,國外,大洋洲其他,基隆港,貨櫃輪,243
107年02月,國外,巴拿馬,基隆港,貨櫃輪,145
107年02月,國外,秘魯,基隆港,貨櫃輪,2154
107年02月,國外,菲律賓,基隆港,貨櫃輪,8
107年02月,國外,巴基斯坦,基隆港,貨櫃輪,1644
107年02月,國外,波多黎各,基隆港,貨櫃輪,60
107年02月,國外,卡達,基隆港,貨櫃輪,9
107年02月,國外,俄羅斯,基隆港,貨櫃輪,211
107年02月,國外,南美洲其他,基隆港,貨櫃輪,1089
107年02月,國外,沙烏地阿拉伯,基隆港,貨櫃輪,359
107年02月,國外,瑞典,基隆港,貨櫃輪,7
107年02月,國外,新加坡,基隆港,貨櫃輪,696
107年02月,國外,泰國,基隆港,貨櫃輪,10643
107年02月,國外,土耳其,基隆港,貨櫃輪,260
107年02月,國外,歐洲其他,基隆港,貨櫃輪,389
107年02月,國外,烏克蘭,基隆港,貨櫃輪,27
107年02月,國外,美國,基隆港,貨櫃輪,22956
107年02月,國外,越南,基隆港,貨櫃輪,11418
107年02月,國外,葉門,基隆港,貨櫃輪,4
107年02月,國外,南非,基隆港,貨櫃輪,1684
107年02月,國外,新加坡,基隆港,油輪,17000
107年02月,國內,馬祖港,基隆港,乾貨輪,2202
107年02月,國外,巴西,基隆港,其他專用貨船,54
107年03月,國外,日本,基隆港,客輪,0
107年03月,國外,中國大陸,基隆港,客貨輪,528
107年03月,國外,亞洲其他,基隆港,貨櫃輪,967
107年03月,國外,阿拉伯聯合大公國,基隆港,貨櫃輪,98
107年03月,國外,安哥拉,基隆港,貨櫃輪,11
107年03月,國外,阿根廷,基隆港,貨櫃輪,910
107年03月,國外,澳洲,基隆港,貨櫃輪,742
107年03月,國外,孟加拉,基隆港,貨櫃輪,1709
107年03月,國外,比利時,基隆港,貨櫃輪,8
107年03月,國外,巴林,基隆港,貨櫃輪,78
107年03月,國外,汶萊,基隆港,貨櫃輪,8
107年03月,國外,巴西,基隆港,貨櫃輪,3170
107年03月,國外,巴哈馬,基隆港,貨櫃輪,20
107年03月,國外,中美洲其他,基隆港,貨櫃輪,4335
107年03月,國外,加拿大,基隆港,貨櫃輪,63
107年03月,國外,瑞士,基隆港,貨櫃輪,0
107年03月,國外,象牙海岸,基隆港,貨櫃輪,20
107年03月,國外,智利,基隆港,貨櫃輪,1992
107年03月,國外,中國大陸,基隆港,貨櫃輪,116175
107年03月,國外,德國,基隆港,貨櫃輪,162
107年03月,國外,多明尼加,基隆港,貨櫃輪,62
107年03月,國外,愛沙尼亞,基隆港,貨櫃輪,0
107年03月,國外,埃及,基隆港,貨櫃輪,33
107年03月,國外,西班牙,基隆港,貨櫃輪,82
107年03月,國外,非洲其他,基隆港,貨櫃輪,2246
107年03月,國外,法國,基隆港,貨櫃輪,31
107年03月,國外,英國,基隆港,貨櫃輪,11
107年03月,國外,香港,基隆港,貨櫃輪,12390
107年03月,國外,印尼,基隆港,貨櫃輪,605
107年03月,國外,印度,基隆港,貨櫃輪,1117
107年03月,國外,伊朗,基隆港,貨櫃輪,680
107年03月,國外,義大利,基隆港,貨櫃輪,214
107年03月,國外,約旦,基隆港,貨櫃輪,21
107年03月,國外,日本,基隆港,貨櫃輪,37780
107年03月,國外,高棉,基隆港,貨櫃輪,2135
107年03月,國外,韓國,基隆港,貨櫃輪,8715
107年03月,國外,寮國,基隆港,貨櫃輪,3
107年03月,國外,斯里蘭卡,基隆港,貨櫃輪,8
107年03月,國外,馬紹爾群島,基隆港,貨櫃輪,57
107年03月,國外,緬甸,基隆港,貨櫃輪,149
107年03月,國外,墨西哥,基隆港,貨櫃輪,4156
107年03月,國外,馬來西亞,基隆港,貨櫃輪,680
107年03月,國外,奈及利亞,基隆港,貨櫃輪,1366
107年03月,國外,荷蘭,基隆港,貨櫃輪,27
107年03月,國外,紐西蘭,基隆港,貨櫃輪,1780
107年03月,國外,大洋洲其他,基隆港,貨櫃輪,232
107年03月,國外,巴拿馬,基隆港,貨櫃輪,124
107年03月,國外,秘魯,基隆港,貨櫃輪,2175
107年03月,國外,菲律賓,基隆港,貨櫃輪,222
107年03月,國外,巴基斯坦,基隆港,貨櫃輪,3867
107年03月,國外,波多黎各,基隆港,貨櫃輪,42
107年03月,國外,卡達,基隆港,貨櫃輪,37
107年03月,國外,俄羅斯,基隆港,貨櫃輪,136
107年03月,國外,南美洲其他,基隆港,貨櫃輪,1667
107年03月,國外,沙烏地阿拉伯,基隆港,貨櫃輪,57
107年03月,國外,新加坡,基隆港,貨櫃輪,1633
107年03月,國外,泰國,基隆港,貨櫃輪,10821
107年03月,國外,土耳其,基隆港,貨櫃輪,976
107年03月,國外,歐洲其他,基隆港,貨櫃輪,379
107年03月,國外,烏克蘭,基隆港,貨櫃輪,35
107年03月,國外,美國,基隆港,貨櫃輪,27981
107年03月,國外,越南,基隆港,貨櫃輪,18205
107年03月,國外,葉門,基隆港,貨櫃輪,7
107年03月,國外,南非,基隆港,貨櫃輪,3837
107年03月,國內,臺中港,基隆港,油輪,16688
107年03月,國內,高雄港,基隆港,油輪,14655
107年03月,國內,馬祖港,基隆港,油輪,571
107年03月,國外,新加坡,基隆港,油輪,17000
107年03月,國內,馬祖港,基隆港,乾貨輪,3686
107年03月,國外,加拿大,基隆港,乾貨輪,10
107年03月,國外,中國大陸,基隆港,乾貨輪,8015
107年03月,國外,香港,基隆港,乾貨輪,442
107年03月,國外,印度,基隆港,乾貨輪,74
107年03月,國外,日本,基隆港,乾貨輪,29
107年03月,國外,美國,基隆港,乾貨輪,76
107年03月,國外,越南,基隆港,乾貨輪,1095
107年04月,國內,馬祖港,基隆港,客貨輪,489
107年04月,國內,東引港,基隆港,客貨輪,454
107年04月,國外,中國大陸,基隆港,客貨輪,1138
107年04月,國外,亞洲其他,基隆港,貨櫃輪,555
107年04月,國外,阿拉伯聯合大公國,基隆港,貨櫃輪,50
107年04月,國外,安哥拉,基隆港,貨櫃輪,45
107年04月,國外,阿根廷,基隆港,貨櫃輪,487
107年04月,國外,澳洲,基隆港,貨櫃輪,504
107年04月,國外,孟加拉,基隆港,貨櫃輪,2259
107年04月,國外,比利時,基隆港,貨櫃輪,4
107年04月,國外,巴林,基隆港,貨櫃輪,22
107年04月,國外,汶萊,基隆港,貨櫃輪,6
107年04月,國外,巴西,基隆港,貨櫃輪,3082
107年04月,國外,中美洲其他,基隆港,貨櫃輪,5800
107年04月,國外,加拿大,基隆港,貨櫃輪,27
107年04月,國外,瑞士,基隆港,貨櫃輪,3
107年04月,國外,象牙海岸,基隆港,貨櫃輪,35
107年04月,國外,智利,基隆港,貨櫃輪,1339
107年04月,國外,中國大陸,基隆港,貨櫃輪,123139
107年04月,國外,德國,基隆港,貨櫃輪,95
107年04月,國外,多明尼加,基隆港,貨櫃輪,36
107年04月,國外,愛沙尼亞,基隆港,貨櫃輪,21
107年04月,國外,埃及,基隆港,貨櫃輪,24
107年04月,國外,西班牙,基隆港,貨櫃輪,126
107年04月,國外,非洲其他,基隆港,貨櫃輪,1533
107年04月,國外,法國,基隆港,貨櫃輪,33
107年04月,國外,英國,基隆港,貨櫃輪,23
107年04月,國外,香港,基隆港,貨櫃輪,10519
107年04月,國外,印尼,基隆港,貨櫃輪,582
107年04月,國外,印度,基隆港,貨櫃輪,3201
107年04月,國外,伊朗,基隆港,貨櫃輪,359
107年04月,國外,義大利,基隆港,貨櫃輪,287
107年04月,國外,約旦,基隆港,貨櫃輪,5
107年04月,國外,日本,基隆港,貨櫃輪,32000
107年04月,國外,高棉,基隆港,貨櫃輪,1858
107年04月,國外,韓國,基隆港,貨櫃輪,10084
107年04月,國外,科威特,基隆港,貨櫃輪,10
107年04月,國外,寮國,基隆港,貨櫃輪,3
107年04月,國外,斯里蘭卡,基隆港,貨櫃輪,61
107年04月,國外,馬紹爾群島,基隆港,貨櫃輪,49
107年04月,國外,緬甸,基隆港,貨櫃輪,152
107年04月,國外,墨西哥,基隆港,貨櫃輪,4882
107年04月,國外,馬來西亞,基隆港,貨櫃輪,511
107年04月,國外,奈及利亞,基隆港,貨櫃輪,1292
107年04月,國外,荷蘭,基隆港,貨櫃輪,17
107年04月,國外,紐西蘭,基隆港,貨櫃輪,345
107年04月,國外,大洋洲其他,基隆港,貨櫃輪,197
107年04月,國外,巴拿馬,基隆港,貨櫃輪,182
107年04月,國外,秘魯,基隆港,貨櫃輪,1584
107年04月,國外,菲律賓,基隆港,貨櫃輪,158
107年04月,國外,巴基斯坦,基隆港,貨櫃輪,2232
107年04月,國外,波多黎各,基隆港,貨櫃輪,56
107年04月,國外,卡達,基隆港,貨櫃輪,34
107年04月,國外,俄羅斯,基隆港,貨櫃輪,156
107年04月,國外,南美洲其他,基隆港,貨櫃輪,1832
107年04月,國外,沙烏地阿拉伯,基隆港,貨櫃輪,6
107年04月,國外,瑞典,基隆港,貨櫃輪,14
107年04月,國外,新加坡,基隆港,貨櫃輪,870
107年04月,國外,敘利亞,基隆港,貨櫃輪,11
107年04月,國外,泰國,基隆港,貨櫃輪,11215
107年04月,國外,土耳其,基隆港,貨櫃輪,490
107年04月,國外,歐洲其他,基隆港,貨櫃輪,259
107年04月,國外,烏克蘭,基隆港,貨櫃輪,1
107年04月,國外,美國,基隆港,貨櫃輪,18861
107年04月,國外,越南,基隆港,貨櫃輪,18240
107年04月,國外,南非,基隆港,貨櫃輪,2648
